Condition,Receptor,Assay Mode,Concentration,Replicate,Method,Baseline,Amplitude,Tau Rise (s),Tau Decay (s),Peak Time (s),Peak Fluorescence (RFU),Transient R²
PAC-3310 dose titration (M3),M3,PAC-3310 agonism,-6.0,4,rise-decay fit,50.29007303292683,104.80986876082811,52.94309423768854,52.372633117748876,0.0,50.29007303292683,0.08588659975798418
PAC-3310 dose titration (M3),M3,PAC-3310 agonism,-7.0,1,rise-decay fit,46.63744096207891,2.521452316789982,99.99999999999999,499.99999999999994,201.1797390542625,47.986398395129825,0.5430895469308099
PAC-3310 dose titration (M3),M3,PAC-3310 agonism,-7.0,2,rise-decay fit,51.942402581893504,1.4831053987992384,99.99999999999997,0.14577491768065615,0.0,51.942402581893504,0.3646782479240531
PAC-3310 dose titration (M3),M3,PAC-3310 agonism,-7.0,3,rise-decay fit,49.14435193328126,1.041258973555737,91.29949611373509,0.10053062198935414,0.0,49.14435193328126,0.3039952435413913
PAC-3310 dose titration (M3),M3,PAC-3310 agonism,-7.0,4,rise-decay fit,48.96310878485305,1.6407258086310632,99.99999999999999,499.99999999999994,201.1797390542625,49.84088436697035,0.2454764530467758
PAC-3310 dose titration (M3),M3,PAC-3310 agonism,-8.0,1,rise-decay fit,48.05015467403104,184.16623924807544,37.25209234437403,36.611980837526616,0.0,48.05015467403104,0.4232140091259111
PAC-3310 dose titration (M3),M3,PAC-3310 agonism,-8.0,2,rise-decay fit,48.901966116164196,194.50971636732766,34.5278508736771,33.985785569898056,0.0,48.901966116164196,0.4267393074189104
PAC-3310 dose titration (M3),M3,PAC-3310 agonism,-8.0,3,rise-decay fit,47.21641922419114,3.8997135911805643,99.99999999999999,499.99999999999335,201.17973905426155,49.30273574922056,0.5935014350374601
PAC-3310 dose titration (M3),M3,PAC-3310 agonism,-8.0,4,rise-decay fit,49.293209354495346,0.9269445575263,79.10137544577844,0.119982223903286,0.0,49.293209354495346,0.18107760513715287
PAC-3310 dose titration (M3),M3,PAC-3310 agonism,-9.0,1,rise-decay fit,46.02242600802213,307.48709935446755,44.8683167356942,44.47115914672057,0.0,46.02242600802213,0.42758779274708825
PAC-3310 dose titration (M3),M3,PAC-3310 agonism,-9.0,2,rise-decay fit,47.09278319091067,1.106331553908005,69.62728758997254,0.1441905886425906,0.0,47.09278319091067,0.24904630868175515
PAC-3310 dose titration (M3),M3,PAC-3310 agonism,-9.0,3,rise-decay fit,47.56169226927872,198.211887648383,53.810157365688646,53.28637387442888,0.0,47.56169226927872,0.2247946050374876
PAC-3310 dose titration (M3),M3,PAC-3310 agonism,-9.0,4,rise-decay fit,48.177024598530565,2.283776239626682,99.99999999999999,499.99999999999807,201.17973905426226,49.39882717371925,0.3482096262737696
PAC-3310 dose titration (M3),M3,PAC-3310 agonism,-10.0,1,rise-decay fit,46.62146137748873,108.62669540795189,69.93708322338439,69.18368440258887,0.0,46.62146137748873,0.0688494648189949
PAC-3310 dose titration (M3),M3,PAC-3310 agonism,-10.0,2,rise-decay fit,47.82713942312469,1.6898193661492198,99.99999999999999,499.99999999999045,201.17973905426112,48.73117967774364,0.23258914490408722
PAC-3310 dose titration (M3),M3,PAC-3310 agonism,-10.0,3,rise-decay fit,47.05205114578525,2.9523286549725944,99.99999999999999,499.99999999999994,201.1797390542625,48.63152407787885,0.4557695172062176
PAC-3310 dose titration (M3),M3,PAC-3310 agonism,-10.0,4,rise-decay fit,49.17866894247167,78.18314151055569,57.171580906722006,56.64998204804979,0.0,49.17866894247167,0.06367073604500773
PAC-3310 dose titration (M3),M3,PAC-3310 agonism,-11.0,1,rise-decay fit,48.935215476710106,1.5233813089472092,74.56865636040298,7.153864103895577,0.0,48.935215476710106,0.3265130421278257
PAC-3310 dose titration (M3),M3,PAC-3310 agonism,-11.0,2,rise-decay fit,48.04691656659134,1.6457226375704848,77.59485228879876,6.261037010721965,0.0,48.04691656659134,0.4036690948379478
PAC-3310 dose titration (M3),M3,PAC-3310 agonism,-11.0,3,rise-decay fit,45.87834553066624,3.771586135283416,99.99999999999999,499.99999999999994,201.1797390542625,47.89611486054966,0.6906835894726648
PAC-3310 dose titration (M3),M3,PAC-3310 agonism,-11.0,4,rise-decay fit,48.09163835744716,2.986849781421408,98.60022839280026,499.99999999984254,199.40329547261612,49.70087901293997,0.4484896323755041
PAC-3310 dose titration (M3),M3,PAC-3310 agonism,Vehicle Control,1,rise-decay fit,44.86791814474593,1364.2853904933966,47.725286608801255,47.98289476768427,47.853859561850726,47.569709553961054,0.7806744730535297
PAC-3310 dose titration (M3),M3,PAC-3310 agonism,Vehicle Control,2,rise-decay fit,43.1724381868554,2.0405918745251763,76.2437139524323,0.15055836203105333,0.0,43.1724381868554,0.5692553021146188
PAC-3310 dose titration (M3),M3,PAC-3310 agonism,Vehicle Control,3,rise-decay fit,44.01566004213856,2.155176343073711,60.780960222874086,0.13935825556911718,0.0,44.01566004213856,0.5158557422520511
PAC-3310 dose titration (M3),M3,PAC-3310 agonism,Vehicle Control,4,rise-decay fit,45.84076285866249,2.3544894907273126,90.34422829844166,3.1235295065104838,0.0,45.84076285866249,0.5212179817498721
PAC-3310 + 100 nM carbachol (M3),M3,PAC-3310 antagonism,-5.0,1,rise-decay fit,51.60900551645757,15.858691255768647,3.2941127027562476,75.85913102419889,10.801839032662459,64.7656798634926,0.8207311362714117
PAC-3310 + 100 nM carbachol (M3),M3,PAC-3310 antagonism,-5.0,2,rise-decay fit,57.16165190638066,5529.821452181115,53.22747701744725,53.53232582795965,53.3796112605929,68.7794534780443,0.9510244973021996
PAC-3310 + 100 nM carbachol (M3),M3,PAC-3310 antagonism,-5.0,3,rise-decay fit,55.5239376096301,3638.8233448127176,61.83013186960502,62.32682318138437,62.07781518362533,66.23452168754866,0.9843937498337607
PAC-3310 + 100 nM carbachol (M3),M3,PAC-3310 antagonism,-5.0,4,rise-decay fit,51.895024964890496,4204.173569116704,71.83441956063751,72.26340341294255,72.04848578646076,61.103767231866414,0.980187846136251
PAC-3310 + 100 nM carbachol (M3),M3,PAC-3310 antagonism,-6.0,1,rise-decay fit,53.190132066119176,17.383616511126675,23.17727913972695,71.56915247908492,38.64819749665758,60.03968905974551,0.9242686674288556
PAC-3310 + 100 nM carbachol (M3),M3,PAC-3310 antagonism,-6.0,2,rise-decay fit,60.46302864838974,6627.472180987776,55.57146742660411,55.850942882016,55.71097148908263,72.6938326354056,0.953050602555107
PAC-3310 + 100 nM carbachol (M3),M3,PAC-3310 antagonism,-6.0,3,rise-decay fit,56.13026876913305,5687.763191694175,58.550344483807194,58.815789862995054,58.68286705513686,65.59503211456529,0.9480678733052301
PAC-3310 + 100 nM carbachol (M3),M3,PAC-3310 antagonism,-6.0,4,rise-decay fit,55.97339173211525,7315.955987883915,67.38437551594902,67.6188340187491,67.50146904015104,65.32160711815429,0.9717052301075008
PAC-3310 + 100 nM carbachol (M3),M3,PAC-3310 antagonism,-7.0,1,rise-decay fit,51.4114217354357,21.374541853155556,27.91442342787545,69.03322984209855,42.43343306299805,58.296778364619534,0.9259200875690801
PAC-3310 + 100 nM carbachol (M3),M3,PAC-3310 antagonism,-7.0,2,rise-decay fit,56.208333252974874,7462.325729002748,58.915263586380156,59.14299005818277,59.02898039913093,66.79909377681899,0.9629223225202408
PAC-3310 + 100 nM carbachol (M3),M3,PAC-3310 antagonism,-7.0,3,rise-decay fit,55.38443417335458,4593.908842496482,52.35812236511462,52.67702778982677,52.5172523256505,65.64676002611257,0.931979112719476
PAC-3310 + 100 nM carbachol (M3),M3,PAC-3310 antagonism,-7.0,4,rise-decay fit,55.33716260083386,5963.314193778972,72.05474623308227,72.3127640292692,72.18360141878483,63.178743578009765,0.9599346002716873
PAC-3310 + 100 nM carbachol (M3),M3,PAC-3310 antagonism,-8.0,1,rise-decay fit,52.1669162077632,4882.489066279774,42.19382849594683,42.427873864126546,42.31063540671202,62.10255145970282,0.9607615811024844
PAC-3310 + 100 nM carbachol (M3),M3,PAC-3310 antagonism,-8.0,2,rise-decay fit,55.75924115193034,6689.0105128457,55.83856714334343,56.0393247329503,55.93882585593043,64.59055509492651,0.9315857631235587
PAC-3310 + 100 nM carbachol (M3),M3,PAC-3310 antagonism,-8.0,3,rise-decay fit,55.27723213372634,6677.235503605302,56.78588412192776,57.01329950237245,56.89944032366813,65.09500959030487,0.920413309516898
PAC-3310 + 100 nM carbachol (M3),M3,PAC-3310 antagonism,-8.0,4,rise-decay fit,55.35166469213248,8802.036786672837,68.04421459432977,68.23584855933758,68.13994175300385,64.45832203206272,0.969067839768009
PAC-3310 + 100 nM carbachol (M3),M3,PAC-3310 antagonism,-9.0,1,rise-decay fit,50.24922951519469,32.059130767668,33.93326048720981,56.81283735380029,43.425055883032215,56.26095323717134,0.949344010198954
PAC-3310 + 100 nM carbachol (M3),M3,PAC-3310 antagonism,-9.0,2,rise-decay fit,55.72887968116133,4730.4599213207985,54.46484225575465,54.742254637741446,54.60331354831094,64.57014304090973,0.9301012231312903
PAC-3310 + 100 nM carbachol (M3),M3,PAC-3310 antagonism,-9.0,3,rise-decay fit,53.75692217770263,6615.3948655550985,57.357807109801804,57.58825695914181,57.47287802839803,63.51521621468787,0.9231905078357088
PAC-3310 + 100 nM carbachol (M3),M3,PAC-3310 antagonism,-9.0,4,rise-decay fit,56.11911967990652,5569.1226821887685,65.1592827554031,65.42892348744711,65.2939175350233,64.57977784188756,0.9512229080380754
PAC-3310 + 100 nM carbachol (M3),M3,PAC-3310 antagonism,-10.0,1,rise-decay fit,49.86099634850952,2096.418864316038,48.39775843668119,48.73310544029876,48.56504600595745,55.18638875146675,0.9299152116903844
PAC-3310 + 100 nM carbachol (M3),M3,PAC-3310 antagonism,-10.0,2,rise-decay fit,52.669172562989296,5635.839037510536,54.50604029286321,54.74039385871538,54.623049498558906,61.564434136912126,0.9215690704666586
PAC-3310 + 100 nM carbachol (M3),M3,PAC-3310 antagonism,-10.0,3,rise-decay fit,53.0225839922137,6803.499263912225,55.993290346742825,56.2073619117243,56.100189984248274,62.57320742432433,0.9485492391499291
PAC-3310 + 100 nM carbachol (M3),M3,PAC-3310 antagonism,-10.0,4,rise-decay fit,53.169244651901195,5267.4536477316515,62.80108334262729,63.06099391923585,62.9308597219577,61.17248026468639,0.9499797231008195
PAC-3310 + 100 nM carbachol (M3),M3,PAC-3310 antagonism,-11.0,1,rise-decay fit,53.51535919918089,23.207080532930256,30.580177413832075,64.2807487379003,43.33300512183538,59.71561773280563,0.9280355318478655
PAC-3310 + 100 nM carbachol (M3),M3,PAC-3310 antagonism,-11.0,2,rise-decay fit,54.89518538456312,5552.708522300735,58.243199145715614,58.51613306810372,58.3794534386643,64.44525857814779,0.946834775745133
PAC-3310 + 100 nM carbachol (M3),M3,PAC-3310 antagonism,-11.0,3,rise-decay fit,56.200296239757016,5931.395826727,56.990492957995706,57.24899174065313,57.11954737386185,66.07524972044745,0.9366220494726791
PAC-3310 + 100 nM carbachol (M3),M3,PAC-3310 antagonism,-11.0,4,rise-decay fit,55.494459694460346,6081.078410627908,69.9661649064128,70.2343230212061,70.1000729971507,64.05217433270215,0.9647368943776765
PAC-3310 + 100 nM carbachol (M3),M3,PAC-3310 antagonism,Carbachol-only Control (100 nM),1,rise-decay fit,52.87581523856843,5.845281380276979,99.99999999999423,2.4901005689365543,0.0,52.87581523856843,0.7043305791707553
PAC-3310 + 100 nM carbachol (M3),M3,PAC-3310 antagonism,Carbachol-only Control (100 nM),2,rise-decay fit,52.029196984615744,12.325849983274928,57.46717053470185,180.10850798138017,96.4083608348385,56.94337256389052,0.8062830636575006
PAC-3310 + 100 nM carbachol (M3),M3,PAC-3310 antagonism,Carbachol-only Control (100 nM),3,rise-decay fit,52.48531982033706,3.700799380462135,23.68702063042678,499.99999999999994,75.8302381108386,55.514692095934166,0.558220915775334
PAC-3310 + 100 nM carbachol (M3),M3,PAC-3310 antagonism,Carbachol-only Control (100 nM),4,rise-decay fit,52.42217809973078,833.9583896234045,36.25275367402633,36.7778872660371,36.51406178309487,56.834308368339705,0.9087229599053288
Carbachol dose titration (M5),M5,Carbachol agonism,-5.0,1,rise-decay fit,97.5645673656368,14.999570402595571,5.9854428934146995,112.47165155769967,18.54440800205154,109.60722450152221,0.924678405108991
Carbachol dose titration (M5),M5,Carbachol agonism,-5.0,2,rise-decay fit,105.62951086650104,21216.907839206164,53.73781181683007,53.917005269494396,53.82730911949084,131.61353879087025,0.9759288786749913
Carbachol dose titration (M5),M5,Carbachol agonism,-5.0,3,rise-decay fit,101.17988392064265,19006.00940357321,59.238011846014246,59.46742730292417,59.35257178148949,128.20569771099636,0.9750059747376824
Carbachol dose titration (M5),M5,Carbachol agonism,-5.0,4,rise-decay fit,99.01441277591827,13548.28365775165,57.11262596771282,57.41020753421651,57.26115900059331,124.9164679535954,0.9723209575919503
Carbachol dose titration (M5),M5,Carbachol agonism,-6.0,1,rise-decay fit,84.99142815998594,24.99584712625238,5.259603680933602,25.676891063885495,10.487535658662038,98.20253193184077,0.8310829308866532
Carbachol dose titration (M5),M5,Carbachol agonism,-6.0,2,rise-decay fit,88.44784048844652,12520.150870282438,51.65594903366628,51.90333513230331,51.7794450945262,110.45336582639777,0.9695917065080011
Carbachol dose titration (M5),M5,Carbachol agonism,-6.0,3,rise-decay fit,84.55751531382442,11035.16134148436,53.331717042288794,53.63438963950772,53.482767858420615,107.53178396316127,0.962604976902363
Carbachol dose titration (M5),M5,Carbachol agonism,-6.0,4,rise-decay fit,85.25418207050684,18540.487992431597,60.03116866763411,60.22372778321664,60.12734544643207,107.09747822218227,0.9777320539700314
Carbachol dose titration (M5),M5,Carbachol agonism,-7.0,1,rise-decay fit,63.33752880689401,21.261781587047704,4.182819896134128,32.45406475219538,9.837877012261748,77.01566041238581,0.8331726804519717
Carbachol dose titration (M5),M5,Carbachol agonism,-7.0,2,rise-decay fit,68.7345067419039,7306.8814057262925,57.8896087688012,58.158339850859704,58.023766876976424,81.18390595165394,0.9815288027812505
Carbachol dose titration (M5),M5,Carbachol agonism,-7.0,3,rise-decay fit,67.10577605457196,7156.226458080501,60.255766972744226,60.537304184466144,60.396316848378696,79.37773133764226,0.9812151610815749
Carbachol dose titration (M5),M5,Carbachol agonism,-7.0,4,rise-decay fit,64.2260177119996,798.8528281148807,59.08208767993921,61.097818074484216,60.07868255811246,74.08479919019406,0.979618481849949
Carbachol dose titration (M5),M5,Carbachol agonism,-8.0,1,rise-decay fit,56.50374839297752,8.324512339140243,2.5520405717282384,52.25503512539558,8.100861918902371,63.28463531326319,0.7915100275050136
Carbachol dose titration (M5),M5,Carbachol agonism,-8.0,2,rise-decay fit,64.83694829347085,39.55395359647041,53.25371851335848,120.34884627933398,77.88120820012003,76.38196251651647,0.9893254235404468
Carbachol dose titration (M5),M5,Carbachol agonism,-8.0,3,rise-decay fit,65.76638054656325,3699.974989698367,79.0609013453374,79.62702060421535,79.34328776279384,75.47817047628695,0.9776673790565585
Carbachol dose titration (M5),M5,Carbachol agonism,-8.0,4,rise-decay fit,61.871111570309886,16.118904319314737,36.99111981488018,181.26199175890466,73.86216716370193,70.4067781630429,0.9733656847071874
Carbachol dose titration (M5),M5,Carbachol agonism,-9.0,1,rise-decay fit,54.78270548550876,5.915397298581421,21.77750288472812,67.62776364690403,36.39781432657192,57.124020595315585,0.7811289104204051
Carbachol dose titration (M5),M5,Carbachol agonism,-9.0,2,rise-decay fit,60.34847218833039,26.367629412539817,52.53133507638199,158.54423495389497,86.78098409383992,70.5476071461377,0.9734914049520773
Carbachol dose titration (M5),M5,Carbachol agonism,-9.0,3,rise-decay fit,61.138416793628615,18.30114510707209,42.49564605152112,182.74443787812115,80.77028186792619,70.16621043239888,0.9784841031290037
Carbachol dose titration (M5),M5,Carbachol agonism,-9.0,4,rise-decay fit,59.40044351869736,12.296007125281038,36.43572512653044,144.9636480299771,67.20749735191428,65.19073631700965,0.9512649841894593
Carbachol dose titration (M5),M5,Carbachol agonism,-10.0,1,rise-decay fit,51.26226718057019,25.88040724987884,10.441506377568453,22.720386930783814,15.021242200231788,58.48309336025678,0.8461730699276869
Carbachol dose titration (M5),M5,Carbachol agonism,-10.0,2,rise-decay fit,59.45018413284987,17.755944379140633,43.556328342593,287.2401822859271,96.84386570550978,70.20249185038644,0.9782645641603748
Carbachol dose titration (M5),M5,Carbachol agonism,-10.0,3,rise-decay fit,59.02881075354669,18.847878436050205,45.89390314339659,194.93167714640512,86.81694570876047,68.25992602450977,0.9730106409538121
Carbachol dose titration (M5),M5,Carbachol agonism,-10.0,4,rise-decay fit,57.6810470295513,14.325286748730216,36.65629300160934,286.89093744130787,86.46918621550111,66.9245627491956,0.9727722082612847
Carbachol dose titration (M5),M5,Carbachol agonism,-11.0,1,rise-decay fit,51.31768445744788,1627.649983773695,12.880351359269154,12.994254055313341,12.937135569483704,56.58947568284226,0.7871579609973879
Carbachol dose titration (M5),M5,Carbachol agonism,-11.0,2,rise-decay fit,57.9901007210689,14.87963787232241,40.77259430324243,298.6538833276567,94.02599957776005,67.36818079606547,0.9728754437814627
Carbachol dose titration (M5),M5,Carbachol agonism,-11.0,3,rise-decay fit,54.557941177552586,14.611322353921016,48.77283939351155,214.88905719688572,93.56346873197295,61.86586271790927,0.9438106064970091
Carbachol dose titration (M5),M5,Carbachol agonism,-11.0,4,rise-decay fit,55.72315829630493,13.602999625778596,48.52887279188598,228.99751737368436,95.54228420977228,62.78648734653358,0.9469766016515783
Carbachol dose titration (M5),M5,Carbachol agonism,Vehicle Control,1,rise-decay fit,45.59167926963585,9.745926539614379,99.9999999985553,499.99999999999994,201.17973905243537,50.805674378777354,0.8981138680800572
Carbachol dose titration (M5),M5,Carbachol agonism,Vehicle Control,2,rise-decay fit,51.03612035027924,9.187105850962597,50.28158693443172,499.99999999999994,128.4084115856885,57.42780376967415,0.9227716931414102
Carbachol dose titration (M5),M5,Carbachol agonism,Vehicle Control,3,rise-decay fit,51.10435787341262,921.8820415003098,73.51307857566346,74.3292808519797,73.91967768553586,54.84901442390547,0.8921269199947965
Carbachol dose titration (M5),M5,Carbachol agonism,Vehicle Control,4,rise-decay fit,46.47383594596707,8.01817404386254,35.329693659838235,489.3920153239484,100.08738922557164,52.537217219452515,0.9064733252492662
PAC-3310 dose titration (M5),M5,PAC-3310 agonism,-5.0,1,rise-decay fit,52.670161225224575,3.7750623823278473,37.363726469843265,499.99999999999807,104.74541775263847,55.502942843145924,0.6687662558556093
PAC-3310 dose titration (M5),M5,PAC-3310 agonism,-5.0,2,rise-decay fit,58.84065989894344,7.009185436750424,59.87901586031792,499.9999999999789,144.36957174610643,63.46310545080603,0.815436760334223
PAC-3310 dose titration (M5),M5,PAC-3310 agonism,-5.0,3,rise-decay fit,54.84001589529315,6.30296420697787,20.562144817894332,424.91261159598884,65.43767794921357,59.98188074440111,0.7833102988742707
PAC-3310 dose titration (M5),M5,PAC-3310 agonism,-5.0,4,rise-decay fit,57.16610103327555,2.61202451794296,8.763085911960983,499.99999999999994,36.07062503145279,59.55373469167154,0.5849190401855082
PAC-3310 dose titration (M5),M5,PAC-3310 agonism,-6.0,1,rise-decay fit,58.50123558992473,9.888067616250714,42.170409545664086,499.9999999999283,113.88817751711996,65.71103642209006,0.9211193009943146
PAC-3310 dose titration (M5),M5,PAC-3310 agonism,-6.0,2,rise-decay fit,58.48552034509296,5.482187098840682,25.888489472567798,499.9999999999993,80.83635153641818,62.907846662439965,0.8502882190455805
PAC-3310 dose titration (M5),M5,PAC-3310 agonism,-6.0,3,rise-decay fit,56.48288318396695,7.923150975477228,26.49976120312649,499.99999999999994,82.19881442976292,62.84865616341183,0.8678200900105566
PAC-3310 dose titration (M5),M5,PAC-3310 agonism,-6.0,4,rise-decay fit,55.949684107413034,6.492090157171683,32.772072674566296,499.9999999999918,95.5689091806915,60.96078598158744,0.8556461457079112
PAC-3310 dose titration (M5),M5,PAC-3310 agonism,-7.0,1,rise-decay fit,56.42591705511147,10.002292619517629,34.23377226171816,498.2802634785737,98.43950497614193,64.07111605076307,0.9541115504662148
PAC-3310 dose titration (M5),M5,PAC-3310 agonism,-7.0,2,rise-decay fit,55.346175532688534,6.1523325430709415,31.95225875860066,499.9999999999996,93.8797194774775,60.11945720394538,0.848222521270949
PAC-3310 dose titration (M5),M5,PAC-3310 agonism,-7.0,3,rise-decay fit,59.419285117206684,8.490486760485,34.68466678698544,499.99999999999994,99.44810551275366,65.89563676387954,0.866237846243082
PAC-3310 dose titration (M5),M5,PAC-3310 agonism,-7.0,4,rise-decay fit,53.07434954222548,7.573344797582936,27.20166160560708,499.9999999999997,83.74925216495758,59.13124378725992,0.9177143949767074
PAC-3310 dose titration (M5),M5,PAC-3310 agonism,-8.0,1,rise-decay fit,57.009901727026154,8.46852355293474,32.51568798917609,432.52493668045497,90.98807145223448,63.355992205273196,0.9380090015014775
PAC-3310 dose titration (M5),M5,PAC-3310 agonism,-8.0,2,rise-decay fit,62.38398543375576,5.884627233138306,26.509922546559356,177.42023166486828,59.24821467088709,65.96829238631837,0.84857115517421
PAC-3310 dose titration (M5),M5,PAC-3310 agonism,-8.0,3,rise-decay fit,59.92502472659853,6.5338390641275526,22.64168645295573,338.22395962974156,65.61356919419353,64.94643777580316,0.8979307501379834
PAC-3310 dose titration (M5),M5,PAC-3310 agonism,-8.0,4,rise-decay fit,55.76891989192292,6.2986463290497126,26.769645426439734,475.3091263456798,81.60413807325085,60.77513223824744,0.8442624379468923
PAC-3310 dose titration (M5),M5,PAC-3310 agonism,-9.0,1,rise-decay fit,58.888986475612505,9.348954800723863,34.20890988576408,396.9743969708289,91.76718518827629,65.66902537898386,0.9302228007351697
PAC-3310 dose titration (M5),M5,PAC-3310 agonism,-9.0,2,rise-decay fit,59.90010824849324,4.079400182257438,16.767915949263074,213.24110921203354,46.27917380392637,62.92545290933558,0.8215476204667256
PAC-3310 dose titration (M5),M5,PAC-3310 agonism,-9.0,3,rise-decay fit,54.59920575640904,5.23400119174048,18.171510265558478,499.99999999999994,62.50571653911639,59.05027666392913,0.8139139614566482
PAC-3310 dose titration (M5),M5,PAC-3310 agonism,-9.0,4,rise-decay fit,54.2229569018806,4.616130706553718,22.26657895852491,447.8168667268152,70.3253827221367,57.97205425826346,0.782678167273207
PAC-3310 dose titration (M5),M5,PAC-3310 agonism,-10.0,1,rise-decay fit,58.671731496794585,11.463002650910962,7.220765031391769,72.27117443026177,18.47905698738183,66.66157579263796,0.8206779792599315
PAC-3310 dose titration (M5),M5,PAC-3310 agonism,-10.0,2,rise-decay fit,60.50877969501076,8.306259840962356,19.935398957022592,68.36073765809806,34.679756280869235,64.05162018426904,0.8644327002415992
PAC-3310 dose titration (M5),M5,PAC-3310 agonism,-10.0,3,rise-decay fit,60.878263827214745,1170.5047575761525,40.788029224086465,41.28001160123947,41.03303729184123,66.04108139354078,0.9225947002424046
PAC-3310 dose titration (M5),M5,PAC-3310 agonism,-10.0,4,rise-decay fit,54.27014570238349,5.01580138431103,61.38190663469552,499.99999999999994,146.76562667738042,57.55093142083159,0.693250600195476
PAC-3310 dose titration (M5),M5,PAC-3310 agonism,-11.0,1,rise-decay fit,55.288119232977046,7.358034625351758,36.36286273333667,499.999999999943,102.78431227911021,60.84322995043399,0.8531688671495421
PAC-3310 dose titration (M5),M5,PAC-3310 agonism,-11.0,2,rise-decay fit,55.51127224009901,6.750824029532222,49.41726315366709,499.9999999999999,126.90985680985213,60.23112913199051,0.8836133772196242
PAC-3310 dose titration (M5),M5,PAC-3310 agonism,-11.0,3,rise-decay fit,55.502646457521045,5.056093489329607,39.697080709626796,499.99999999999994,109.23874150255841,59.24379761044186,0.8194953439888064
PAC-3310 dose titration (M5),M5,PAC-3310 agonism,-11.0,4,rise-decay fit,57.53589113060683,5.88584541739575,15.695531784581819,0.1795245275154178,0.0,57.53589113060683,0.4341218827874319
PAC-3310 dose titration (M5),M5,PAC-3310 agonism,Vehicle Control,1,rise-decay fit,52.12839058327727,6.330420847231202,53.21271740042605,499.99999999999864,133.4113837172506,56.4603434816965,0.8403914578551888
PAC-3310 dose titration (M5),M5,PAC-3310 agonism,Vehicle Control,2,rise-decay fit,50.534036948843344,5.030043841230715,41.636913839620874,499.99999999999835,112.894765529024,54.21322726477841,0.7731000782777709
PAC-3310 dose titration (M5),M5,PAC-3310 agonism,Vehicle Control,3,rise-decay fit,50.86027906299697,4.7394850080717,36.4743345573031,499.99999999998084,103.00376824924429,54.43602784381278,0.7821349337950824
PAC-3310 dose titration (M5),M5,PAC-3310 agonism,Vehicle Control,4,rise-decay fit,51.50992982034043,5.963271796602312,34.994690295453594,499.99999999999994,100.06906240322289,56.04990656913267,0.864011267209756
PAC-3310 + 500 nM carbachol (M5),M5,PAC-3310 antagonism,-5.0,1,rise-decay fit,69.52568281609385,8.3579712192101,43.34323260598028,499.9999999999512,116.05437781456922,75.5779377511908,0.8941093002286
PAC-3310 + 500 nM carbachol (M5),M5,PAC-3310 antagonism,-5.0,2,rise-decay fit,65.59281027179992,11.635942668993815,38.78973620989508,499.99999999999994,107.50423688701582,74.24953361436725,0.9670352874864384
PAC-3310 + 500 nM carbachol (M5),M5,PAC-3310 antagonism,-5.0,3,rise-decay fit,72.54129272341088,1894.500986630848,90.83075852476718,91.29673689971352,91.06335030541449,76.10761897603955,0.8334630809066003
PAC-3310 + 500 nM carbachol (M5),M5,PAC-3310 antagonism,-5.0,4,rise-decay fit,67.40904980637016,8.09811762740847,53.2679022493697,270.16984011833523,107.73314234653333,71.77251012492337,0.836926954930948
PAC-3310 + 500 nM carbachol (M5),M5,PAC-3310 antagonism,-6.0,1,rise-decay fit,65.20124490006499,10.563560188985369,38.2679518593043,279.8386408212275,88.19917397710852,71.85499527934964,0.9427883564105454
PAC-3310 + 500 nM carbachol (M5),M5,PAC-3310 antagonism,-6.0,2,rise-decay fit,65.98560800042198,11.135310664918919,36.7604407749428,331.4739840756204,90.92438722102516,73.51092156688176,0.9270508045685888
PAC-3310 + 500 nM carbachol (M5),M5,PAC-3310 antagonism,-6.0,3,rise-decay fit,66.4678322314884,10.144837579965655,31.988224118516563,495.96303734225995,93.72926963906087,74.32408263443936,0.9252551053948883
PAC-3310 + 500 nM carbachol (M5),M5,PAC-3310 antagonism,-6.0,4,rise-decay fit,64.80634450130758,9.803791163064975,44.30828063920915,499.9999999219198,117.81902187089004,71.86559969206107,0.9321967835628272
PAC-3310 + 500 nM carbachol (M5),M5,PAC-3310 antagonism,-7.0,1,rise-decay fit,68.39717737829882,12.141389207528599,45.075287136818304,193.24837940129436,85.57356880113234,74.37590966918476,0.9302484262087378
PAC-3310 + 500 nM carbachol (M5),M5,PAC-3310 antagonism,-7.0,2,rise-decay fit,67.45340644788895,13.501255411689808,43.87734366938399,228.48625305107058,89.60911896694658,74.82298242572142,0.9418202738144928
PAC-3310 + 500 nM carbachol (M5),M5,PAC-3310 antagonism,-7.0,3,rise-decay fit,65.40256176782006,11.72105053000093,50.04783204373122,163.13833493808372,85.30858678471317,70.21909553299486,0.9212621978704696
PAC-3310 + 500 nM carbachol (M5),M5,PAC-3310 antagonism,-7.0,4,rise-decay fit,66.72782828724556,612.5030414199497,64.69027411113927,65.13427369676154,64.91176774365788,68.26906858663155,0.6047190160947493
PAC-3310 + 500 nM carbachol (M5),M5,PAC-3310 antagonism,-8.0,1,rise-decay fit,71.06760543102034,2125.4433756910985,94.78057885181109,95.3981561824504,95.0886990186894,76.14586865403625,0.9334724967115647
PAC-3310 + 500 nM carbachol (M5),M5,PAC-3310 antagonism,-8.0,2,rise-decay fit,67.25158838655362,17.591614989844736,60.67798119127785,165.5423649010775,96.13752549285,73.4862257895045,0.9447987224147056
