Condition,Receptor,Assay Mode,Concentration,Replicate,Method,Baseline,Amplitude,Tau Rise (s),Tau Decay (s),Peak Time (s),Peak Fluorescence (RFU),Transient R²
Carbachol dose titration (M3),M3,Carbachol agonism,-7.0,2,rise-decay fit,64.65054870507612,22.432974653343496,8.1668202370347,107.9687338138663,22.810160907141917,81.43765782113314,0.877516252741115
Carbachol dose titration (M3),M3,Carbachol agonism,-7.0,3,rise-decay fit,63.150275779333256,76.72949252848574,34.706391883479434,54.739494872530585,43.21200925609981,75.9021061572428,0.9102035064309559
Carbachol dose titration (M3),M3,Carbachol agonism,-7.0,4,rise-decay fit,63.433887225390144,52.28943454569381,31.15267910059502,61.81894640440709,43.037092947717554,76.36411810331201,0.8970305220656657
Carbachol dose titration (M3),M3,Carbachol agonism,-8.0,1,rise-decay fit,44.932768463812444,711.1258944312486,28.48788884620519,28.742436448486547,28.614785255710313,47.25992841729017,0.8707737555014343
Carbachol dose titration (M3),M3,Carbachol agonism,-8.0,2,rise-decay fit,50.47346429632147,24.517697282898837,43.86702421011461,72.73714119639087,55.88941776447516,54.98652183941188,0.9418100508369063
Carbachol dose titration (M3),M3,Carbachol agonism,-8.0,3,rise-decay fit,49.64405687083878,1555.6819406228576,58.77144465610212,59.42811538856331,59.09856394585793,56.00307932292042,0.9747247933897041
Carbachol dose titration (M3),M3,Carbachol agonism,-8.0,4,rise-decay fit,46.818048488016835,12.971879774039898,37.35127673032256,84.03185644326014,54.518308863571725,50.58450535237745,0.9246946284474178
Carbachol dose titration (M3),M3,Carbachol agonism,-9.0,1,rise-decay fit,45.198508720361495,4.6532212298786195,99.99999999999999,5.488431588044373,0.0,45.198508720361495,0.7523590768633108
Carbachol dose titration (M3),M3,Carbachol agonism,-9.0,2,rise-decay fit,44.08988247411626,5.62541023122428,74.63250106246555,292.36354025268827,136.83517161960805,46.713424911809184,0.6682626127528648
Carbachol dose titration (M3),M3,Carbachol agonism,-9.0,3,rise-decay fit,47.387051646034,5.347454544151763,48.67791560728448,295.12182216555436,105.05318606531802,50.515075176143334,0.7313790214018193
Carbachol dose titration (M3),M3,Carbachol agonism,-9.0,4,rise-decay fit,43.193168131514554,3.07800516357722,39.77412112461171,499.9999999999621,109.38528400263307,45.46962551757707,0.5722063495523544
Carbachol dose titration (M3),M3,Carbachol agonism,-10.0,1,rise-decay fit,43.6989344940725,4.622600238907002,99.99999999999997,2.9451904681412224,0.0,43.6989344940725,0.732518165159771
Carbachol dose titration (M3),M3,Carbachol agonism,-10.0,2,rise-decay fit,44.4009555184701,4.189665993819675,60.82377331842286,499.99999999999994,145.87882754302368,47.14973234455411,0.8318990925941911
Carbachol dose titration (M3),M3,Carbachol agonism,-10.0,3,rise-decay fit,44.60598475101903,4.635725115239279,37.05469121876177,499.9999999999995,104.1421118378362,48.09112829211719,0.7844367881775861
Carbachol dose titration (M3),M3,Carbachol agonism,-10.0,4,rise-decay fit,44.49587299923255,4.062474561982214,37.69104197969148,499.9999999999999,105.38227628779558,47.538292364836224,0.7247948850828898
Carbachol dose titration (M3),M3,Carbachol agonism,-11.0,1,rise-decay fit,43.02841973826956,5.508398731731242,99.99999999999999,1.7815237615618804,0.0,43.02841973826956,0.7434150669503627
Carbachol dose titration (M3),M3,Carbachol agonism,-11.0,2,rise-decay fit,45.18956882259154,2.9229914144912974,51.46398861828159,0.11038415350986214,0.0,45.18956882259154,0.5719780935823687
Carbachol dose titration (M3),M3,Carbachol agonism,-11.0,3,rise-decay fit,45.192259997513304,4.621544532813309,53.72522152980883,499.99999999999994,134.27402711011413,48.34574335167109,0.7963384934573403
Carbachol dose titration (M3),M3,Carbachol agonism,-11.0,4,rise-decay fit,43.74089440544502,4.009377187268325,52.75098046849138,499.9999999999993,132.63116033630376,46.491664826176084,0.6536101445178732
Carbachol dose titration (M3),M3,Carbachol agonism,Vehicle Control,1,rise-decay fit,40.13714924758934,5.275111874851351,99.9999999999998,3.1990385697843697,0.0,40.13714924758934,0.7027306371463669
Carbachol dose titration (M3),M3,Carbachol agonism,Vehicle Control,2,rise-decay fit,43.96411924402599,3.3843309111591346,54.26711611709865,1.4632381894512845,0.0,43.96411924402599,0.6155291840884736
Carbachol dose titration (M3),M3,Carbachol agonism,Vehicle Control,3,rise-decay fit,38.05986682855614,4.982761658228972,99.99999999999989,499.9999999999998,201.17973905426237,40.72560566931523,0.6880976199433089
Carbachol dose titration (M3),M3,Carbachol agonism,Vehicle Control,4,rise-decay fit,38.55190003676392,4.390383057457196,84.25253981158573,499.9999999997669,180.44130487582254,41.096577175626145,0.9016259527746242
PAC-3310 dose titration (M3),M3,PAC-3310 agonism,-5.0,1,rise-decay fit,45.82184827131663,32.962121254537266,99.9999999999849,156.25978477102055,123.97223338847138,51.189800600041835,0.8943284204002905
PAC-3310 dose titration (M3),M3,PAC-3310 agonism,-5.0,2,rise-decay fit,45.11718604571682,5.6585976370512014,37.73007091798325,242.44682529464814,83.12651183577239,48.50829197429416,0.8340627653005105
PAC-3310 dose titration (M3),M3,PAC-3310 agonism,-5.0,3,rise-decay fit,43.63427711887286,6.5325355281849085,35.91621396886815,404.44127482816623,95.4400751945473,48.33547465221282,0.8597702347512836
PAC-3310 dose titration (M3),M3,PAC-3310 agonism,-5.0,4,rise-decay fit,47.052088884602604,54.95245031638071,99.99999999998707,122.64927447855104,110.55503210087427,51.172181259361224,0.9096854365185447
PAC-3310 dose titration (M3),M3,PAC-3310 agonism,-6.0,1,rise-decay fit,48.299040001710445,3.214786201820766,99.99999999999999,499.99999999999994,201.1797390542625,50.01892568574213,0.7164277153460232
PAC-3310 dose titration (M3),M3,PAC-3310 agonism,-6.0,2,rise-decay fit,48.3534902945051,2.785875556188244,99.99999999999999,499.99999999999994,201.1797390542625,49.84391210976245,0.4994236551726976
PAC-3310 dose titration (M3),M3,PAC-3310 agonism,-6.0,3,rise-decay fit,48.26092415552578,2.7724666515853302,99.99999999999999,499.99999999999994,201.1797390542625,49.74417231082028,0.44554829546630026
