Time (s),PAC-3310 Concentration (log M),Replicate,Fluorescence (RFU)
140,-10.0,2,34
145,-10.0,2,34
150,-10.0,2,34
155,-10.0,2,34
160,-10.0,2,34
165,-10.0,2,34
170,-10.0,2,34
175,-10.0,2,34
180,-10.0,2,34
185,-10.0,2,34
190,-10.0,2,34
195,-10.0,2,34
200,-10.0,2,34
205,-10.0,2,34
210,-10.0,2,34
215,-10.0,2,34
220,-10.0,2,34
225,-10.0,2,34
230,-10.0,2,34
235,-10.0,2,34
240,-10.0,2,34
245,-10.0,2,34
250,-10.0,2,34
255,-10.0,2,34
260,-10.0,2,34
265,-10.0,2,34
270,-10.0,2,34
275,-10.0,2,34
280,-10.0,2,34
285,-10.0,2,34
290,-10.0,2,34
295,-10.0,2,34
300,-10.0,2,34
0,-10.0,3,35
5,-10.0,3,34
10,-10.0,3,34
15,-10.0,3,34
20,-10.0,3,34
25,-10.0,3,34
30,-10.0,3,34
35,-10.0,3,34
40,-10.0,3,34
45,-10.0,3,34
50,-10.0,3,34
55,-10.0,3,34
60,-10.0,3,34
65,-10.0,3,34
70,-10.0,3,34
75,-10.0,3,34
80,-10.0,3,34
85,-10.0,3,34
90,-10.0,3,34
95,-10.0,3,35
100,-10.0,3,34
105,-10.0,3,34
110,-10.0,3,34
115,-10.0,3,34
120,-10.0,3,34
125,-10.0,3,35
130,-10.0,3,34
135,-10.0,3,34
140,-10.0,3,35
145,-10.0,3,34
150,-10.0,3,34
155,-10.0,3,34
160,-10.0,3,34
165,-10.0,3,34
170,-10.0,3,34
175,-10.0,3,34
180,-10.0,3,35
185,-10.0,3,34
190,-10.0,3,34
195,-10.0,3,34
200,-10.0,3,34
205,-10.0,3,34
210,-10.0,3,34
215,-10.0,3,34
220,-10.0,3,34
225,-10.0,3,34
230,-10.0,3,34
235,-10.0,3,34
240,-10.0,3,34
245,-10.0,3,35
250,-10.0,3,34
255,-10.0,3,35
260,-10.0,3,34
265,-10.0,3,34
270,-10.0,3,34
275,-10.0,3,34
280,-10.0,3,34
285,-10.0,3,34
290,-10.0,3,34
295,-10.0,3,34
300,-10.0,3,34
0,-10.0,4,33
5,-10.0,4,34
10,-10.0,4,34
15,-10.0,4,34
20,-10.0,4,34
25,-10.0,4,34
30,-10.0,4,34
35,-10.0,4,34
40,-10.0,4,34
45,-10.0,4,34
50,-10.0,4,34
55,-10.0,4,34
60,-10.0,4,34
65,-10.0,4,34
70,-10.0,4,34
75,-10.0,4,34
80,-10.0,4,34
85,-10.0,4,35
90,-10.0,4,34
95,-10.0,4,35
100,-10.0,4,34
105,-10.0,4,35
110,-10.0,4,35
115,-10.0,4,35
120,-10.0,4,35
125,-10.0,4,35
130,-10.0,4,35
135,-10.0,4,35
140,-10.0,4,35
145,-10.0,4,35
150,-10.0,4,35
155,-10.0,4,35
160,-10.0,4,35
165,-10.0,4,35
170,-10.0,4,35
175,-10.0,4,35
180,-10.0,4,35
185,-10.0,4,35
190,-10.0,4,35
195,-10.0,4,35
200,-10.0,4,35
205,-10.0,4,35
210,-10.0,4,35
215,-10.0,4,35
220,-10.0,4,35
225,-10.0,4,35
230,-10.0,4,35
235,-10.0,4,35
240,-10.0,4,35
245,-10.0,4,35
250,-10.0,4,35
255,-10.0,4,35
260,-10.0,4,35
265,-10.0,4,35
270,-10.0,4,35
275,-10.0,4,35
280,-10.0,4,35
285,-10.0,4,34
290,-10.0,4,35
295,-10.0,4,35
300,-10.0,4,35
0,-11.0,1,32
6,-11.0,1,32
12,-11.0,1,33
18,-11.0,1,33
24,-11.0,1,33
30,-11.0,1,34
36,-11.0,1,33
42,-11.0,1,33
48,-11.0,1,33
54,-11.0,1,34
60,-11.0,1,34
66,-11.0,1,33
72,-11.0,1,34
78,-11.0,1,34
84,-11.0,1,34
90,-11.0,1,34
96,-11.0,1,34
102,-11.0,1,34
108,-11.0,1,35
114,-11.0,1,34
120,-11.0,1,34
126,-11.0,1,35
132,-11.0,1,35
138,-11.0,1,34
144,-11.0,1,35
150,-11.0,1,35
156,-11.0,1,35
162,-11.0,1,35
168,-11.0,1,35
174,-11.0,1,35
180,-11.0,1,34
186,-11.0,1,34
192,-11.0,1,35
198,-11.0,1,35
204,-11.0,1,35
210,-11.0,1,35
216,-11.0,1,34
222,-11.0,1,35
228,-11.0,1,35
234,-11.0,1,35
240,-11.0,1,35
246,-11.0,1,35
252,-11.0,1,35
258,-11.0,1,35
264,-11.0,1,35
270,-11.0,1,35
276,-11.0,1,35
282,-11.0,1,35
288,-11.0,1,35
294,-11.0,1,35
300,-11.0,1,35
0,-11.0,2,31
5,-11.0,2,32
10,-11.0,2,32
15,-11.0,2,32
20,-11.0,2,32
25,-11.0,2,32
30,-11.0,2,33
35,-11.0,2,33
40,-11.0,2,32
45,-11.0,2,33
50,-11.0,2,33
55,-11.0,2,33
60,-11.0,2,33
65,-11.0,2,33
70,-11.0,2,33
75,-11.0,2,33
80,-11.0,2,34
85,-11.0,2,33
90,-11.0,2,33
95,-11.0,2,34
100,-11.0,2,34
105,-11.0,2,34
110,-11.0,2,34
115,-11.0,2,34
120,-11.0,2,34
125,-11.0,2,34
130,-11.0,2,34
135,-11.0,2,34
140,-11.0,2,34
145,-11.0,2,34
150,-11.0,2,34
155,-11.0,2,34
160,-11.0,2,34
165,-11.0,2,34
170,-11.0,2,34
175,-11.0,2,34
180,-11.0,2,34
185,-11.0,2,34
190,-11.0,2,34
195,-11.0,2,34
200,-11.0,2,34
205,-11.0,2,34
210,-11.0,2,34
215,-11.0,2,34
220,-11.0,2,34
225,-11.0,2,34
230,-11.0,2,34
235,-11.0,2,34
240,-11.0,2,34
245,-11.0,2,34
250,-11.0,2,34
255,-11.0,2,34
260,-11.0,2,34
265,-11.0,2,34
270,-11.0,2,34
275,-11.0,2,34
280,-11.0,2,34
285,-11.0,2,34
290,-11.0,2,34
295,-11.0,2,34
300,-11.0,2,34
0,-11.0,3,33
5,-11.0,3,33
10,-11.0,3,33
15,-11.0,3,33
20,-11.0,3,33
25,-11.0,3,34
30,-11.0,3,34
35,-11.0,3,34
40,-11.0,3,33
45,-11.0,3,33
50,-11.0,3,34
55,-11.0,3,34
60,-11.0,3,34
65,-11.0,3,34
70,-11.0,3,34
75,-11.0,3,34
80,-11.0,3,34
85,-11.0,3,34
90,-11.0,3,35
95,-11.0,3,34
100,-11.0,3,35
105,-11.0,3,35
110,-11.0,3,34
115,-11.0,3,35
120,-11.0,3,35
125,-11.0,3,35
130,-11.0,3,35
135,-11.0,3,35
140,-11.0,3,35
145,-11.0,3,35
150,-11.0,3,35
155,-11.0,3,35
160,-11.0,3,35
165,-11.0,3,35
170,-11.0,3,35
175,-11.0,3,35
180,-11.0,3,35
185,-11.0,3,35
190,-11.0,3,35
195,-11.0,3,35
200,-11.0,3,35
205,-11.0,3,35
210,-11.0,3,35
215,-11.0,3,35
220,-11.0,3,35
225,-11.0,3,35
230,-11.0,3,35
235,-11.0,3,35
240,-11.0,3,35
245,-11.0,3,35
250,-11.0,3,35
255,-11.0,3,35
260,-11.0,3,35
265,-11.0,3,35
270,-11.0,3,35
275,-11.0,3,35
280,-11.0,3,35
285,-11.0,3,35
290,-11.0,3,35
295,-11.0,3,35
300,-11.0,3,35
0,-11.0,4,33
5,-11.0,4,33
10,-11.0,4,33
15,-11.0,4,33
20,-11.0,4,33
25,-11.0,4,34
30,-11.0,4,33
35,-11.0,4,33
40,-11.0,4,33
45,-11.0,4,34
50,-11.0,4,34
55,-11.0,4,34
60,-11.0,4,34
65,-11.0,4,34
70,-11.0,4,34
75,-11.0,4,34
80,-11.0,4,34
85,-11.0,4,34
90,-11.0,4,35
95,-11.0,4,35
100,-11.0,4,34
105,-11.0,4,35
110,-11.0,4,34
115,-11.0,4,35
120,-11.0,4,35
125,-11.0,4,35
130,-11.0,4,35
135,-11.0,4,35
140,-11.0,4,35
145,-11.0,4,35
150,-11.0,4,35
155,-11.0,4,35
160,-11.0,4,35
165,-11.0,4,35
170,-11.0,4,35
175,-11.0,4,35
180,-11.0,4,35
185,-11.0,4,35
190,-11.0,4,35
195,-11.0,4,35
200,-11.0,4,35
205,-11.0,4,36
210,-11.0,4,35
215,-11.0,4,35
220,-11.0,4,35
225,-11.0,4,35
230,-11.0,4,35
235,-11.0,4,35
240,-11.0,4,35
245,-11.0,4,35
250,-11.0,4,35
255,-11.0,4,35
260,-11.0,4,35
265,-11.0,4,35
270,-11.0,4,35
275,-11.0,4,35
280,-11.0,4,35
285,-11.0,4,35
290,-11.0,4,35
295,-11.0,4,35
300,-11.0,4,35
0,Vehicle Control,1,31
6,Vehicle Control,1,31
12,Vehicle Control,1,31
18,Vehicle Control,1,31
24,Vehicle Control,1,31
30,Vehicle Control,1,31
36,Vehicle Control,1,31
42,Vehicle Control,1,31
48,Vehicle Control,1,32
54,Vehicle Control,1,32
60,Vehicle Control,1,32
66,Vehicle Control,1,32
72,Vehicle Control,1,32
78,Vehicle Control,1,32
84,Vehicle Control,1,32
90,Vehicle Control,1,32
96,Vehicle Control,1,32
102,Vehicle Control,1,33
108,Vehicle Control,1,33
114,Vehicle Control,1,33
120,Vehicle Control,1,33
126,Vehicle Control,1,33
132,Vehicle Control,1,33
138,Vehicle Control,1,33
144,Vehicle Control,1,33
150,Vehicle Control,1,33
156,Vehicle Control,1,33
162,Vehicle Control,1,33
168,Vehicle Control,1,33
174,Vehicle Control,1,34
180,Vehicle Control,1,34
186,Vehicle Control,1,33
192,Vehicle Control,1,33
198,Vehicle Control,1,33
204,Vehicle Control,1,33
210,Vehicle Control,1,33
216,Vehicle Control,1,33
222,Vehicle Control,1,33
228,Vehicle Control,1,34
234,Vehicle Control,1,33
240,Vehicle Control,1,33
246,Vehicle Control,1,34
252,Vehicle Control,1,33
258,Vehicle Control,1,34
264,Vehicle Control,1,33
270,Vehicle Control,1,34
276,Vehicle Control,1,33
282,Vehicle Control,1,33
288,Vehicle Control,1,34
294,Vehicle Control,1,34
300,Vehicle Control,1,33
0,Vehicle Control,2,30
5,Vehicle Control,2,31
10,Vehicle Control,2,31
15,Vehicle Control,2,31
20,Vehicle Control,2,31
25,Vehicle Control,2,31
30,Vehicle Control,2,31
35,Vehicle Control,2,31
40,Vehicle Control,2,31
45,Vehicle Control,2,32
50,Vehicle Control,2,32
55,Vehicle Control,2,32
60,Vehicle Control,2,32
65,Vehicle Control,2,32
70,Vehicle Control,2,32
75,Vehicle Control,2,32
80,Vehicle Control,2,33
85,Vehicle Control,2,33
90,Vehicle Control,2,32
95,Vehicle Control,2,33
100,Vehicle Control,2,33
105,Vehicle Control,2,32
110,Vehicle Control,2,33
115,Vehicle Control,2,33
120,Vehicle Control,2,33
125,Vehicle Control,2,33
130,Vehicle Control,2,33
135,Vehicle Control,2,33
140,Vehicle Control,2,33
145,Vehicle Control,2,33
150,Vehicle Control,2,33
155,Vehicle Control,2,33
160,Vehicle Control,2,33
165,Vehicle Control,2,33
170,Vehicle Control,2,33
175,Vehicle Control,2,33
180,Vehicle Control,2,33
185,Vehicle Control,2,33
190,Vehicle Control,2,33
195,Vehicle Control,2,33
200,Vehicle Control,2,33
205,Vehicle Control,2,34
210,Vehicle Control,2,33
215,Vehicle Control,2,34
220,Vehicle Control,2,33
225,Vehicle Control,2,33
230,Vehicle Control,2,33
235,Vehicle Control,2,33
240,Vehicle Control,2,33
245,Vehicle Control,2,33
250,Vehicle Control,2,33
255,Vehicle Control,2,34
260,Vehicle Control,2,33
265,Vehicle Control,2,33
270,Vehicle Control,2,33
275,Vehicle Control,2,33
280,Vehicle Control,2,33
285,Vehicle Control,2,33
290,Vehicle Control,2,33
295,Vehicle Control,2,33
300,Vehicle Control,2,33
0,Vehicle Control,3,29
5,Vehicle Control,3,30
10,Vehicle Control,3,30
15,Vehicle Control,3,31
20,Vehicle Control,3,31
25,Vehicle Control,3,31
30,Vehicle Control,3,31
35,Vehicle Control,3,31
40,Vehicle Control,3,31
45,Vehicle Control,3,31
50,Vehicle Control,3,31
55,Vehicle Control,3,31
60,Vehicle Control,3,32
65,Vehicle Control,3,31
70,Vehicle Control,3,32
75,Vehicle Control,3,32
80,Vehicle Control,3,32
85,Vehicle Control,3,32
90,Vehicle Control,3,33
95,Vehicle Control,3,32
100,Vehicle Control,3,32
105,Vehicle Control,3,32
110,Vehicle Control,3,33
115,Vehicle Control,3,32
120,Vehicle Control,3,32
125,Vehicle Control,3,32
130,Vehicle Control,3,33
135,Vehicle Control,3,33
140,Vehicle Control,3,33
145,Vehicle Control,3,33
150,Vehicle Control,3,32
155,Vehicle Control,3,33
160,Vehicle Control,3,33
165,Vehicle Control,3,33
170,Vehicle Control,3,33
175,Vehicle Control,3,33
180,Vehicle Control,3,33
185,Vehicle Control,3,33
190,Vehicle Control,3,33
195,Vehicle Control,3,33
200,Vehicle Control,3,33
205,Vehicle Control,3,33
210,Vehicle Control,3,33
215,Vehicle Control,3,33
220,Vehicle Control,3,33
225,Vehicle Control,3,33
230,Vehicle Control,3,33
235,Vehicle Control,3,33
240,Vehicle Control,3,33
245,Vehicle Control,3,33
250,Vehicle Control,3,32
255,Vehicle Control,3,33
260,Vehicle Control,3,32
265,Vehicle Control,3,33
270,Vehicle Control,3,33
275,Vehicle Control,3,33
280,Vehicle Control,3,33
285,Vehicle Control,3,33
290,Vehicle Control,3,33
295,Vehicle Control,3,33
300,Vehicle Control,3,33
0,Vehicle Control,4,31
5,Vehicle Control,4,31
10,Vehicle Control,4,31
15,Vehicle Control,4,32
20,Vehicle Control,4,32
25,Vehicle Control,4,32
30,Vehicle Control,4,32
35,Vehicle Control,4,32
40,Vehicle Control,4,32
45,Vehicle Control,4,32
50,Vehicle Control,4,33
55,Vehicle Control,4,33
60,Vehicle Control,4,32
65,Vehicle Control,4,33
70,Vehicle Control,4,33
75,Vehicle Control,4,33
80,Vehicle Control,4,33
85,Vehicle Control,4,33
90,Vehicle Control,4,33
95,Vehicle Control,4,33
100,Vehicle Control,4,33
105,Vehicle Control,4,33
110,Vehicle Control,4,33
115,Vehicle Control,4,33
120,Vehicle Control,4,34
125,Vehicle Control,4,33
130,Vehicle Control,4,34
135,Vehicle Control,4,34
140,Vehicle Control,4,34
145,Vehicle Control,4,34
150,Vehicle Control,4,34
155,Vehicle Control,4,33
160,Vehicle Control,4,34
165,Vehicle Control,4,33
170,Vehicle Control,4,34
175,Vehicle Control,4,34
180,Vehicle Control,4,34
185,Vehicle Control,4,34
190,Vehicle Control,4,34
195,Vehicle Control,4,34
200,Vehicle Control,4,34
205,Vehicle Control,4,34
210,Vehicle Control,4,34
215,Vehicle Control,4,33
220,Vehicle Control,4,34
225,Vehicle Control,4,34
230,Vehicle Control,4,34
235,Vehicle Control,4,34
240,Vehicle Control,4,34
245,Vehicle Control,4,34
250,Vehicle Control,4,34
255,Vehicle Control,4,34
260,Vehicle Control,4,34
265,Vehicle Control,4,34
270,Vehicle Control,4,33
275,Vehicle Control,4,34
280,Vehicle Control,4,33
285,Vehicle Control,4,34
290,Vehicle Control,4,34
295,Vehicle Control,4,34
300,Vehicle Control,4,34
