Time (s),PAC-3310 Concentration (log M),Replicate,Fluorescence (RFU)
150,-5.0,4,59
155,-5.0,4,59
160,-5.0,4,59
165,-5.0,4,59
170,-5.0,4,59
175,-5.0,4,59
180,-5.0,4,59
185,-5.0,4,59
190,-5.0,4,59
195,-5.0,4,59
200,-5.0,4,59
205,-5.0,4,59
210,-5.0,4,59
215,-5.0,4,59
220,-5.0,4,59
225,-5.0,4,59
230,-5.0,4,59
235,-5.0,4,58
240,-5.0,4,59
245,-5.0,4,59
250,-5.0,4,59
255,-5.0,4,59
260,-5.0,4,59
265,-5.0,4,58
270,-5.0,4,58
275,-5.0,4,59
280,-5.0,4,59
285,-5.0,4,59
290,-5.0,4,59
295,-5.0,4,59
300,-5.0,4,59
0,-6.0,1,58
5,-6.0,1,59
10,-6.0,1,60
15,-6.0,1,61
20,-6.0,1,62
25,-6.0,1,63
30,-6.0,1,64
35,-6.0,1,64
40,-6.0,1,64
45,-6.0,1,64
50,-6.0,1,64
55,-6.0,1,65
60,-6.0,1,65
65,-6.0,1,65
70,-6.0,1,66
75,-6.0,1,65
80,-6.0,1,65
85,-6.0,1,65
90,-6.0,1,65
95,-6.0,1,65
100,-6.0,1,66
105,-6.0,1,65
110,-6.0,1,65
115,-6.0,1,66
120,-6.0,1,66
125,-6.0,1,66
130,-6.0,1,65
135,-6.0,1,65
140,-6.0,1,66
145,-6.0,1,65
150,-6.0,1,65
155,-6.0,1,66
160,-6.0,1,66
165,-6.0,1,65
170,-6.0,1,65
175,-6.0,1,66
180,-6.0,1,65
185,-6.0,1,65
190,-6.0,1,65
195,-6.0,1,65
200,-6.0,1,65
205,-6.0,1,65
210,-6.0,1,65
215,-6.0,1,65
220,-6.0,1,65
225,-6.0,1,65
230,-6.0,1,65
235,-6.0,1,65
240,-6.0,1,65
245,-6.0,1,65
250,-6.0,1,65
255,-6.0,1,65
260,-6.0,1,64
265,-6.0,1,64
270,-6.0,1,65
275,-6.0,1,64
280,-6.0,1,64
285,-6.0,1,64
290,-6.0,1,64
295,-6.0,1,64
300,-6.0,1,64
0,-6.0,2,58
5,-6.0,2,59
10,-6.0,2,60
15,-6.0,2,61
20,-6.0,2,61
25,-6.0,2,62
30,-6.0,2,62
35,-6.0,2,62
40,-6.0,2,62
45,-6.0,2,62
50,-6.0,2,63
55,-6.0,2,63
60,-6.0,2,63
65,-6.0,2,63
70,-6.0,2,63
75,-6.0,2,63
80,-6.0,2,63
85,-6.0,2,63
90,-6.0,2,63
95,-6.0,2,63
100,-6.0,2,63
105,-6.0,2,63
110,-6.0,2,63
115,-6.0,2,63
120,-6.0,2,63
125,-6.0,2,62
130,-6.0,2,62
135,-6.0,2,62
140,-6.0,2,62
145,-6.0,2,63
150,-6.0,2,62
155,-6.0,2,62
160,-6.0,2,62
165,-6.0,2,62
170,-6.0,2,62
175,-6.0,2,62
180,-6.0,2,62
185,-6.0,2,62
190,-6.0,2,63
195,-6.0,2,62
200,-6.0,2,62
205,-6.0,2,62
210,-6.0,2,62
215,-6.0,2,62
220,-6.0,2,62
225,-6.0,2,62
230,-6.0,2,62
235,-6.0,2,62
240,-6.0,2,62
245,-6.0,2,62
250,-6.0,2,62
255,-6.0,2,62
260,-6.0,2,62
265,-6.0,2,62
270,-6.0,2,62
275,-6.0,2,62
280,-6.0,2,62
285,-6.0,2,62
290,-6.0,2,62
295,-6.0,2,62
300,-6.0,2,62
0,-6.0,3,56
5,-6.0,3,57
10,-6.0,3,59
15,-6.0,3,60
20,-6.0,3,60
25,-6.0,3,61
30,-6.0,3,61
35,-6.0,3,61
40,-6.0,3,62
45,-6.0,3,63
50,-6.0,3,63
55,-6.0,3,63
60,-6.0,3,63
65,-6.0,3,63
70,-6.0,3,63
75,-6.0,3,63
80,-6.0,3,63
85,-6.0,3,63
90,-6.0,3,63
95,-6.0,3,63
100,-6.0,3,62
105,-6.0,3,63
110,-6.0,3,62
115,-6.0,3,62
120,-6.0,3,62
125,-6.0,3,62
130,-6.0,3,62
135,-6.0,3,62
140,-6.0,3,62
145,-6.0,3,62
150,-6.0,3,62
155,-6.0,3,62
160,-6.0,3,62
165,-6.0,3,62
170,-6.0,3,62
175,-6.0,3,62
180,-6.0,3,62
185,-6.0,3,62
190,-6.0,3,62
195,-6.0,3,62
200,-6.0,3,61
205,-6.0,3,62
210,-6.0,3,62
215,-6.0,3,62
220,-6.0,3,61
225,-6.0,3,62
230,-6.0,3,61
235,-6.0,3,62
240,-6.0,3,62
245,-6.0,3,61
250,-6.0,3,62
255,-6.0,3,62
260,-6.0,3,61
265,-6.0,3,62
270,-6.0,3,62
275,-6.0,3,62
280,-6.0,3,61
285,-6.0,3,61
290,-6.0,3,61
295,-6.0,3,61
300,-6.0,3,61
0,-6.0,4,55
5,-6.0,4,57
10,-6.0,4,58
15,-6.0,4,58
20,-6.0,4,59
25,-6.0,4,59
30,-6.0,4,59
35,-6.0,4,60
40,-6.0,4,60
45,-6.0,4,60
50,-6.0,4,61
55,-6.0,4,60
60,-6.0,4,61
65,-6.0,4,61
70,-6.0,4,61
75,-6.0,4,61
80,-6.0,4,60
85,-6.0,4,61
90,-6.0,4,61
95,-6.0,4,61
100,-6.0,4,61
105,-6.0,4,61
110,-6.0,4,61
115,-6.0,4,61
120,-6.0,4,61
125,-6.0,4,61
130,-6.0,4,60
135,-6.0,4,61
140,-6.0,4,60
145,-6.0,4,61
150,-6.0,4,60
155,-6.0,4,60
160,-6.0,4,60
165,-6.0,4,61
170,-6.0,4,61
175,-6.0,4,61
180,-6.0,4,60
185,-6.0,4,60
190,-6.0,4,61
195,-6.0,4,60
200,-6.0,4,61
205,-6.0,4,60
210,-6.0,4,60
215,-6.0,4,60
220,-6.0,4,60
225,-6.0,4,60
230,-6.0,4,60
235,-6.0,4,60
240,-6.0,4,60
245,-6.0,4,60
250,-6.0,4,60
255,-6.0,4,60
260,-6.0,4,60
265,-6.0,4,60
270,-6.0,4,60
275,-6.0,4,60
280,-6.0,4,60
285,-6.0,4,60
290,-6.0,4,59
295,-6.0,4,60
300,-6.0,4,60
0,-7.0,1,56
5,-7.0,1,58
10,-7.0,1,59
15,-7.0,1,60
20,-7.0,1,60
25,-7.0,1,61
30,-7.0,1,62
35,-7.0,1,62
40,-7.0,1,63
45,-7.0,1,63
50,-7.0,1,63
55,-7.0,1,63
60,-7.0,1,63
65,-7.0,1,64
70,-7.0,1,64
75,-7.0,1,64
80,-7.0,1,64
85,-7.0,1,64
90,-7.0,1,64
95,-7.0,1,64
100,-7.0,1,64
105,-7.0,1,64
110,-7.0,1,64
115,-7.0,1,64
120,-7.0,1,64
125,-7.0,1,64
130,-7.0,1,63
135,-7.0,1,64
140,-7.0,1,64
145,-7.0,1,63
150,-7.0,1,64
155,-7.0,1,64
160,-7.0,1,64
165,-7.0,1,64
170,-7.0,1,63
175,-7.0,1,64
180,-7.0,1,63
185,-7.0,1,63
190,-7.0,1,64
195,-7.0,1,63
200,-7.0,1,63
205,-7.0,1,63
210,-7.0,1,63
215,-7.0,1,63
220,-7.0,1,63
225,-7.0,1,63
230,-7.0,1,63
235,-7.0,1,63
240,-7.0,1,63
245,-7.0,1,63
250,-7.0,1,62
255,-7.0,1,62
260,-7.0,1,62
265,-7.0,1,62
270,-7.0,1,62
275,-7.0,1,62
280,-7.0,1,62
285,-7.0,1,62
290,-7.0,1,62
295,-7.0,1,62
300,-7.0,1,62
0,-7.0,2,55
5,-7.0,2,56
10,-7.0,2,57
15,-7.0,2,57
20,-7.0,2,58
25,-7.0,2,58
30,-7.0,2,59
35,-7.0,2,59
40,-7.0,2,60
45,-7.0,2,60
50,-7.0,2,60
55,-7.0,2,60
60,-7.0,2,60
65,-7.0,2,59
70,-7.0,2,60
75,-7.0,2,60
80,-7.0,2,60
85,-7.0,2,60
90,-7.0,2,60
95,-7.0,2,60
100,-7.0,2,60
105,-7.0,2,60
110,-7.0,2,59
115,-7.0,2,60
120,-7.0,2,60
125,-7.0,2,60
130,-7.0,2,60
135,-7.0,2,60
140,-7.0,2,60
145,-7.0,2,59
150,-7.0,2,60
155,-7.0,2,60
160,-7.0,2,59
165,-7.0,2,60
170,-7.0,2,60
175,-7.0,2,60
180,-7.0,2,60
185,-7.0,2,60
190,-7.0,2,60
195,-7.0,2,59
200,-7.0,2,59
205,-7.0,2,59
210,-7.0,2,59
215,-7.0,2,59
220,-7.0,2,60
225,-7.0,2,59
230,-7.0,2,60
235,-7.0,2,59
240,-7.0,2,60
245,-7.0,2,59
250,-7.0,2,59
255,-7.0,2,59
260,-7.0,2,59
265,-7.0,2,59
270,-7.0,2,59
275,-7.0,2,59
280,-7.0,2,59
285,-7.0,2,59
290,-7.0,2,59
295,-7.0,2,59
300,-7.0,2,59
0,-7.0,3,58
5,-7.0,3,60
10,-7.0,3,62
15,-7.0,3,63
20,-7.0,3,63
25,-7.0,3,63
30,-7.0,3,64
35,-7.0,3,64
40,-7.0,3,64
45,-7.0,3,65
50,-7.0,3,65
55,-7.0,3,66
60,-7.0,3,66
65,-7.0,3,66
70,-7.0,3,66
75,-7.0,3,66
80,-7.0,3,65
85,-7.0,3,65
90,-7.0,3,66
95,-7.0,3,65
100,-7.0,3,65
105,-7.0,3,66
110,-7.0,3,66
115,-7.0,3,66
120,-7.0,3,66
125,-7.0,3,66
130,-7.0,3,65
135,-7.0,3,66
140,-7.0,3,65
145,-7.0,3,66
150,-7.0,3,66
155,-7.0,3,65
160,-7.0,3,65
165,-7.0,3,65
170,-7.0,3,65
175,-7.0,3,65
180,-7.0,3,65
185,-7.0,3,65
190,-7.0,3,65
195,-7.0,3,65
200,-7.0,3,65
205,-7.0,3,65
210,-7.0,3,65
215,-7.0,3,65
220,-7.0,3,65
225,-7.0,3,65
230,-7.0,3,65
235,-7.0,3,65
240,-7.0,3,65
245,-7.0,3,65
250,-7.0,3,65
255,-7.0,3,65
260,-7.0,3,65
265,-7.0,3,64
270,-7.0,3,64
275,-7.0,3,65
280,-7.0,3,64
285,-7.0,3,65
290,-7.0,3,65
295,-7.0,3,64
300,-7.0,3,65
0,-7.0,4,53
5,-7.0,4,54
10,-7.0,4,55
15,-7.0,4,56
20,-7.0,4,57
25,-7.0,4,57
30,-7.0,4,58
35,-7.0,4,58
40,-7.0,4,58
45,-7.0,4,59
50,-7.0,4,59
55,-7.0,4,59
60,-7.0,4,59
65,-7.0,4,59
70,-7.0,4,59
75,-7.0,4,59
80,-7.0,4,59
85,-7.0,4,59
90,-7.0,4,59
95,-7.0,4,59
100,-7.0,4,59
105,-7.0,4,59
110,-7.0,4,59
115,-7.0,4,59
120,-7.0,4,59
125,-7.0,4,59
130,-7.0,4,59
135,-7.0,4,58
140,-7.0,4,59
145,-7.0,4,59
150,-7.0,4,58
155,-7.0,4,58
160,-7.0,4,59
165,-7.0,4,59
170,-7.0,4,58
175,-7.0,4,58
180,-7.0,4,58
185,-7.0,4,58
190,-7.0,4,59
195,-7.0,4,58
200,-7.0,4,58
205,-7.0,4,58
210,-7.0,4,58
215,-7.0,4,58
220,-7.0,4,58
225,-7.0,4,58
230,-7.0,4,58
235,-7.0,4,58
240,-7.0,4,58
245,-7.0,4,58
250,-7.0,4,58
255,-7.0,4,57
260,-7.0,4,58
265,-7.0,4,58
270,-7.0,4,58
275,-7.0,4,57
280,-7.0,4,57
285,-7.0,4,58
290,-7.0,4,58
295,-7.0,4,57
300,-7.0,4,57
0,-8.0,1,57
5,-8.0,1,58
10,-8.0,1,59
15,-8.0,1,60
20,-8.0,1,61
25,-8.0,1,61
30,-8.0,1,61
35,-8.0,1,62
40,-8.0,1,62
45,-8.0,1,63
50,-8.0,1,63
55,-8.0,1,63
60,-8.0,1,63
65,-8.0,1,63
70,-8.0,1,63
75,-8.0,1,64
80,-8.0,1,63
85,-8.0,1,63
90,-8.0,1,64
95,-8.0,1,63
100,-8.0,1,63
105,-8.0,1,63
110,-8.0,1,63
115,-8.0,1,63
120,-8.0,1,63
125,-8.0,1,63
130,-8.0,1,63
135,-8.0,1,63
140,-8.0,1,63
145,-8.0,1,63
150,-8.0,1,63
155,-8.0,1,63
160,-8.0,1,63
165,-8.0,1,63
170,-8.0,1,63
175,-8.0,1,63
180,-8.0,1,63
185,-8.0,1,63
190,-8.0,1,63
195,-8.0,1,62
200,-8.0,1,62
205,-8.0,1,62
210,-8.0,1,62
215,-8.0,1,62
220,-8.0,1,62
225,-8.0,1,62
230,-8.0,1,62
235,-8.0,1,62
240,-8.0,1,62
245,-8.0,1,62
250,-8.0,1,62
255,-8.0,1,62
260,-8.0,1,62
265,-8.0,1,62
270,-8.0,1,61
275,-8.0,1,61
280,-8.0,1,62
285,-8.0,1,61
290,-8.0,1,61
295,-8.0,1,61
300,-8.0,1,61
0,-8.0,2,63
5,-8.0,2,63
10,-8.0,2,63
15,-8.0,2,64
20,-8.0,2,65
25,-8.0,2,65
30,-8.0,2,66
35,-8.0,2,66
40,-8.0,2,66
45,-8.0,2,66
50,-8.0,2,66
55,-8.0,2,66
60,-8.0,2,66
65,-8.0,2,66
70,-8.0,2,66
75,-8.0,2,66
80,-8.0,2,66
85,-8.0,2,65
90,-8.0,2,66
95,-8.0,2,66
100,-8.0,2,66
105,-8.0,2,65
110,-8.0,2,65
115,-8.0,2,65
120,-8.0,2,65
125,-8.0,2,66
130,-8.0,2,65
135,-8.0,2,65
140,-8.0,2,65
145,-8.0,2,65
150,-8.0,2,64
155,-8.0,2,65
160,-8.0,2,65
165,-8.0,2,65
170,-8.0,2,65
175,-8.0,2,65
180,-8.0,2,65
185,-8.0,2,64
190,-8.0,2,64
195,-8.0,2,64
200,-8.0,2,64
205,-8.0,2,64
210,-8.0,2,64
215,-8.0,2,64
220,-8.0,2,64
225,-8.0,2,64
230,-8.0,2,64
235,-8.0,2,64
240,-8.0,2,64
245,-8.0,2,64
250,-8.0,2,64
255,-8.0,2,64
260,-8.0,2,64
265,-8.0,2,64
270,-8.0,2,64
275,-8.0,2,64
280,-8.0,2,64
285,-8.0,2,63
290,-8.0,2,63
295,-8.0,2,63
300,-8.0,2,64
0,-8.0,3,60
5,-8.0,3,61
10,-8.0,3,62
15,-8.0,3,63
20,-8.0,3,63
25,-8.0,3,64
30,-8.0,3,64
35,-8.0,3,64
40,-8.0,3,65
45,-8.0,3,65
50,-8.0,3,65
55,-8.0,3,65
60,-8.0,3,65
65,-8.0,3,65
70,-8.0,3,65
75,-8.0,3,65
80,-8.0,3,64
85,-8.0,3,65
90,-8.0,3,65
95,-8.0,3,65
100,-8.0,3,65
105,-8.0,3,65
110,-8.0,3,64
115,-8.0,3,65
120,-8.0,3,65
125,-8.0,3,64
130,-8.0,3,64
135,-8.0,3,64
140,-8.0,3,64
145,-8.0,3,64
150,-8.0,3,64
155,-8.0,3,64
160,-8.0,3,65
165,-8.0,3,64
170,-8.0,3,64
175,-8.0,3,64
180,-8.0,3,64
185,-8.0,3,64
190,-8.0,3,64
195,-8.0,3,63
200,-8.0,3,63
205,-8.0,3,63
210,-8.0,3,63
215,-8.0,3,63
220,-8.0,3,63
225,-8.0,3,63
230,-8.0,3,63
235,-8.0,3,63
240,-8.0,3,63
245,-8.0,3,63
250,-8.0,3,63
255,-8.0,3,63
260,-8.0,3,63
265,-8.0,3,63
270,-8.0,3,63
275,-8.0,3,63
280,-8.0,3,63
285,-8.0,3,63
290,-8.0,3,63
295,-8.0,3,63
300,-8.0,3,63
0,-8.0,4,56
5,-8.0,4,57
10,-8.0,4,57
15,-8.0,4,58
20,-8.0,4,59
25,-8.0,4,59
30,-8.0,4,60
35,-8.0,4,60
40,-8.0,4,60
45,-8.0,4,60
50,-8.0,4,61
55,-8.0,4,61
60,-8.0,4,61
65,-8.0,4,60
70,-8.0,4,61
75,-8.0,4,61
80,-8.0,4,61
85,-8.0,4,61
90,-8.0,4,61
95,-8.0,4,60
100,-8.0,4,60
105,-8.0,4,61
110,-8.0,4,60
115,-8.0,4,61
120,-8.0,4,61
125,-8.0,4,60
130,-8.0,4,60
135,-8.0,4,61
140,-8.0,4,60
145,-8.0,4,61
150,-8.0,4,60
155,-8.0,4,60
160,-8.0,4,60
165,-8.0,4,61
170,-8.0,4,60
175,-8.0,4,60
180,-8.0,4,60
185,-8.0,4,60
190,-8.0,4,60
195,-8.0,4,60
200,-8.0,4,60
205,-8.0,4,60
210,-8.0,4,60
215,-8.0,4,60
220,-8.0,4,60
225,-8.0,4,60
230,-8.0,4,59
235,-8.0,4,59
240,-8.0,4,60
245,-8.0,4,60
250,-8.0,4,60
255,-8.0,4,59
260,-8.0,4,60
265,-8.0,4,59
270,-8.0,4,60
275,-8.0,4,59
280,-8.0,4,59
285,-8.0,4,59
290,-8.0,4,59
295,-8.0,4,59
300,-8.0,4,59
0,-9.0,1,59
5,-9.0,1,60
10,-9.0,1,61
15,-9.0,1,62
20,-9.0,1,62
25,-9.0,1,63
30,-9.0,1,64
35,-9.0,1,64
40,-9.0,1,65
45,-9.0,1,65
50,-9.0,1,65
55,-9.0,1,65
60,-9.0,1,65
65,-9.0,1,66
70,-9.0,1,66
75,-9.0,1,65
80,-9.0,1,65
85,-9.0,1,65
90,-9.0,1,66
95,-9.0,1,66
100,-9.0,1,65
105,-9.0,1,66
110,-9.0,1,66
115,-9.0,1,66
120,-9.0,1,65
125,-9.0,1,66
130,-9.0,1,65
135,-9.0,1,65
140,-9.0,1,65
145,-9.0,1,65
150,-9.0,1,65
155,-9.0,1,65
160,-9.0,1,65
165,-9.0,1,65
170,-9.0,1,65
175,-9.0,1,65
180,-9.0,1,65
185,-9.0,1,65
190,-9.0,1,65
195,-9.0,1,65
200,-9.0,1,64
205,-9.0,1,65
210,-9.0,1,64
215,-9.0,1,65
220,-9.0,1,64
225,-9.0,1,64
230,-9.0,1,64
235,-9.0,1,64
240,-9.0,1,64
245,-9.0,1,64
250,-9.0,1,64
255,-9.0,1,64
260,-9.0,1,64
265,-9.0,1,64
270,-9.0,1,64
275,-9.0,1,64
280,-9.0,1,63
285,-9.0,1,63
290,-9.0,1,63
295,-9.0,1,63
300,-9.0,1,63
0,-9.0,2,60
5,-9.0,2,61
10,-9.0,2,61
15,-9.0,2,62
20,-9.0,2,62
25,-9.0,2,63
30,-9.0,2,63
35,-9.0,2,63
40,-9.0,2,63
45,-9.0,2,63
50,-9.0,2,63
55,-9.0,2,63
60,-9.0,2,63
65,-9.0,2,63
70,-9.0,2,63
75,-9.0,2,62
80,-9.0,2,63
85,-9.0,2,63
90,-9.0,2,62
95,-9.0,2,62
100,-9.0,2,62
105,-9.0,2,62
110,-9.0,2,63
115,-9.0,2,62
120,-9.0,2,62
125,-9.0,2,62
130,-9.0,2,62
135,-9.0,2,62
140,-9.0,2,62
145,-9.0,2,62
150,-9.0,2,62
155,-9.0,2,62
160,-9.0,2,62
165,-9.0,2,62
170,-9.0,2,62
175,-9.0,2,62
180,-9.0,2,62
185,-9.0,2,62
190,-9.0,2,62
195,-9.0,2,62
200,-9.0,2,61
205,-9.0,2,62
210,-9.0,2,61
215,-9.0,2,61
220,-9.0,2,61
225,-9.0,2,61
230,-9.0,2,61
235,-9.0,2,61
240,-9.0,2,61
245,-9.0,2,61
250,-9.0,2,61
255,-9.0,2,61
260,-9.0,2,61
265,-9.0,2,61
270,-9.0,2,61
275,-9.0,2,61
280,-9.0,2,62
285,-9.0,2,61
290,-9.0,2,61
295,-9.0,2,61
300,-9.0,2,61
0,-9.0,3,55
5,-9.0,3,55
10,-9.0,3,57
15,-9.0,3,57
20,-9.0,3,58
25,-9.0,3,58
30,-9.0,3,59
35,-9.0,3,59
40,-9.0,3,59
45,-9.0,3,59
50,-9.0,3,59
55,-9.0,3,59
60,-9.0,3,59
65,-9.0,3,59
70,-9.0,3,59
75,-9.0,3,59
80,-9.0,3,59
85,-9.0,3,59
90,-9.0,3,59
95,-9.0,3,59
100,-9.0,3,59
105,-9.0,3,59
110,-9.0,3,59
115,-9.0,3,58
120,-9.0,3,59
125,-9.0,3,58
130,-9.0,3,59
135,-9.0,3,58
140,-9.0,3,59
145,-9.0,3,58
150,-9.0,3,59
155,-9.0,3,58
160,-9.0,3,59
165,-9.0,3,58
170,-9.0,3,58
175,-9.0,3,59
180,-9.0,3,58
185,-9.0,3,58
190,-9.0,3,58
195,-9.0,3,58
200,-9.0,3,58
205,-9.0,3,58
210,-9.0,3,58
215,-9.0,3,58
220,-9.0,3,58
225,-9.0,3,58
230,-9.0,3,57
235,-9.0,3,58
240,-9.0,3,58
245,-9.0,3,58
250,-9.0,3,58
255,-9.0,3,58
260,-9.0,3,57
265,-9.0,3,58
270,-9.0,3,58
275,-9.0,3,58
280,-9.0,3,58
285,-9.0,3,58
290,-9.0,3,57
295,-9.0,3,58
300,-9.0,3,57
0,-9.0,4,54
5,-9.0,4,55
10,-9.0,4,56
15,-9.0,4,57
20,-9.0,4,57
25,-9.0,4,57
30,-9.0,4,57
35,-9.0,4,57
40,-9.0,4,57
45,-9.0,4,58
50,-9.0,4,58
55,-9.0,4,58
60,-9.0,4,58
65,-9.0,4,58
70,-9.0,4,58
75,-9.0,4,58
80,-9.0,4,58
85,-9.0,4,58
90,-9.0,4,58
95,-9.0,4,58
100,-9.0,4,58
105,-9.0,4,58
110,-9.0,4,58
115,-9.0,4,58
120,-9.0,4,57
125,-9.0,4,58
130,-9.0,4,58
135,-9.0,4,57
140,-9.0,4,58
145,-9.0,4,58
150,-9.0,4,57
155,-9.0,4,58
160,-9.0,4,57
165,-9.0,4,57
170,-9.0,4,57
175,-9.0,4,58
180,-9.0,4,57
185,-9.0,4,57
190,-9.0,4,57
195,-9.0,4,57
200,-9.0,4,57
205,-9.0,4,58
210,-9.0,4,57
215,-9.0,4,57
220,-9.0,4,57
225,-9.0,4,57
230,-9.0,4,57
235,-9.0,4,57
240,-9.0,4,57
245,-9.0,4,57
250,-9.0,4,57
255,-9.0,4,57
260,-9.0,4,57
265,-9.0,4,57
270,-9.0,4,56
275,-9.0,4,57
280,-9.0,4,56
285,-9.0,4,57
290,-9.0,4,56
295,-9.0,4,57
300,-9.0,4,57
0,-10.0,1,66
5,-10.0,1,66
10,-10.0,1,65
15,-10.0,1,65
20,-10.0,1,66
25,-10.0,1,66
30,-10.0,1,66
35,-10.0,1,66
40,-10.0,1,65
45,-10.0,1,65
50,-10.0,1,65
55,-10.0,1,64
60,-10.0,1,64
65,-10.0,1,64
70,-10.0,1,63
75,-10.0,1,63
80,-10.0,1,63
85,-10.0,1,63
90,-10.0,1,62
95,-10.0,1,62
100,-10.0,1,62
105,-10.0,1,61
110,-10.0,1,61
115,-10.0,1,61
120,-10.0,1,61
125,-10.0,1,61
130,-10.0,1,61
135,-10.0,1,61
140,-10.0,1,60
145,-10.0,1,60
150,-10.0,1,60
155,-10.0,1,60
160,-10.0,1,60
165,-10.0,1,60
170,-10.0,1,60
175,-10.0,1,59
180,-10.0,1,60
185,-10.0,1,59
190,-10.0,1,59
195,-10.0,1,60
200,-10.0,1,59
205,-10.0,1,59
210,-10.0,1,59
215,-10.0,1,59
220,-10.0,1,59
