Time (s),Carbachol Concentration (log M),Replicate,Fluorescence (RFU)
50,-5.0,3,96
55,-5.0,3,95
60,-5.0,3,95
65,-5.0,3,95
70,-5.0,3,94
75,-5.0,3,93
80,-5.0,3,93
85,-5.0,3,93
90,-5.0,3,92
95,-5.0,3,92
100,-5.0,3,91
105,-5.0,3,91
110,-5.0,3,90
115,-5.0,3,90
120,-5.0,3,90
125,-5.0,3,89
130,-5.0,3,89
135,-5.0,3,88
140,-5.0,3,87
145,-5.0,3,87
150,-5.0,3,86
155,-5.0,3,87
160,-5.0,3,86
165,-5.0,3,86
170,-5.0,3,85
175,-5.0,3,85
180,-5.0,3,85
185,-5.0,3,84
190,-5.0,3,84
195,-5.0,3,84
200,-5.0,3,83
205,-5.0,3,83
210,-5.0,3,83
215,-5.0,3,83
220,-5.0,3,83
225,-5.0,3,83
230,-5.0,3,83
235,-5.0,3,82
240,-5.0,3,82
245,-5.0,3,82
250,-5.0,3,82
255,-5.0,3,82
260,-5.0,3,81
265,-5.0,3,81
270,-5.0,3,81
275,-5.0,3,81
280,-5.0,3,81
285,-5.0,3,81
290,-5.0,3,80
295,-5.0,3,81
300,-5.0,3,80
0,-5.0,4,87
5,-5.0,4,89
10,-5.0,4,90
15,-5.0,4,90
20,-5.0,4,91
25,-5.0,4,91
30,-5.0,4,91
35,-5.0,4,91
40,-5.0,4,91
45,-5.0,4,90
50,-5.0,4,91
55,-5.0,4,89
60,-5.0,4,90
65,-5.0,4,89
70,-5.0,4,89
75,-5.0,4,88
80,-5.0,4,88
85,-5.0,4,87
90,-5.0,4,87
95,-5.0,4,86
100,-5.0,4,86
105,-5.0,4,86
110,-5.0,4,85
115,-5.0,4,85
120,-5.0,4,84
125,-5.0,4,84
130,-5.0,4,83
135,-5.0,4,83
140,-5.0,4,83
145,-5.0,4,83
150,-5.0,4,82
155,-5.0,4,81
160,-5.0,4,81
165,-5.0,4,81
170,-5.0,4,81
175,-5.0,4,81
180,-5.0,4,81
185,-5.0,4,80
190,-5.0,4,80
195,-5.0,4,79
200,-5.0,4,79
205,-5.0,4,79
210,-5.0,4,79
215,-5.0,4,78
220,-5.0,4,78
225,-5.0,4,78
230,-5.0,4,78
235,-5.0,4,78
240,-5.0,4,78
245,-5.0,4,77
250,-5.0,4,78
255,-5.0,4,77
260,-5.0,4,77
265,-5.0,4,76
270,-5.0,4,76
275,-5.0,4,77
280,-5.0,4,77
285,-5.0,4,76
290,-5.0,4,76
295,-5.0,4,76
300,-5.0,4,76
0,-6.0,1,79
5,-6.0,1,81
10,-6.0,1,80
15,-6.0,1,81
20,-6.0,1,81
25,-6.0,1,81
30,-6.0,1,81
35,-6.0,1,81
40,-6.0,1,81
45,-6.0,1,81
50,-6.0,1,80
55,-6.0,1,80
60,-6.0,1,80
65,-6.0,1,80
70,-6.0,1,79
75,-6.0,1,79
80,-6.0,1,79
85,-6.0,1,78
90,-6.0,1,78
95,-6.0,1,78
100,-6.0,1,77
105,-6.0,1,77
110,-6.0,1,77
115,-6.0,1,77
120,-6.0,1,76
125,-6.0,1,76
130,-6.0,1,76
135,-6.0,1,76
140,-6.0,1,75
145,-6.0,1,75
150,-6.0,1,75
155,-6.0,1,75
160,-6.0,1,74
165,-6.0,1,74
170,-6.0,1,74
175,-6.0,1,74
180,-6.0,1,74
185,-6.0,1,74
190,-6.0,1,74
195,-6.0,1,73
200,-6.0,1,73
205,-6.0,1,73
210,-6.0,1,73
215,-6.0,1,72
220,-6.0,1,72
225,-6.0,1,72
230,-6.0,1,72
235,-6.0,1,72
240,-6.0,1,71
245,-6.0,1,72
250,-6.0,1,71
255,-6.0,1,71
260,-6.0,1,72
265,-6.0,1,71
270,-6.0,1,71
275,-6.0,1,71
280,-6.0,1,71
285,-6.0,1,71
290,-6.0,1,71
295,-6.0,1,71
300,-6.0,1,71
0,-6.0,2,86
5,-6.0,2,88
10,-6.0,2,89
15,-6.0,2,90
20,-6.0,2,91
25,-6.0,2,91
30,-6.0,2,91
35,-6.0,2,91
40,-6.0,2,92
45,-6.0,2,91
50,-6.0,2,91
55,-6.0,2,91
60,-6.0,2,91
65,-6.0,2,91
70,-6.0,2,90
75,-6.0,2,90
80,-6.0,2,89
85,-6.0,2,88
90,-6.0,2,88
95,-6.0,2,88
100,-6.0,2,87
105,-6.0,2,87
110,-6.0,2,86
115,-6.0,2,86
120,-6.0,2,85
125,-6.0,2,84
130,-6.0,2,84
135,-6.0,2,84
140,-6.0,2,83
145,-6.0,2,83
150,-6.0,2,82
155,-6.0,2,82
160,-6.0,2,82
165,-6.0,2,81
170,-6.0,2,81
175,-6.0,2,81
180,-6.0,2,80
185,-6.0,2,80
190,-6.0,2,79
195,-6.0,2,80
200,-6.0,2,79
205,-6.0,2,79
210,-6.0,2,79
215,-6.0,2,79
220,-6.0,2,78
225,-6.0,2,78
230,-6.0,2,78
235,-6.0,2,77
240,-6.0,2,77
245,-6.0,2,77
250,-6.0,2,77
255,-6.0,2,77
260,-6.0,2,77
265,-6.0,2,77
270,-6.0,2,76
275,-6.0,2,76
280,-6.0,2,76
285,-6.0,2,76
290,-6.0,2,76
295,-6.0,2,76
300,-6.0,2,76
0,-6.0,3,84
5,-6.0,3,87
10,-6.0,3,88
15,-6.0,3,89
20,-6.0,3,89
25,-6.0,3,89
30,-6.0,3,90
35,-6.0,3,90
40,-6.0,3,90
45,-6.0,3,90
50,-6.0,3,90
55,-6.0,3,90
60,-6.0,3,90
65,-6.0,3,89
70,-6.0,3,89
75,-6.0,3,88
80,-6.0,3,88
85,-6.0,3,87
90,-6.0,3,86
95,-6.0,3,86
100,-6.0,3,86
105,-6.0,3,85
110,-6.0,3,85
115,-6.0,3,84
120,-6.0,3,84
125,-6.0,3,84
130,-6.0,3,83
135,-6.0,3,82
140,-6.0,3,82
145,-6.0,3,81
150,-6.0,3,81
155,-6.0,3,81
160,-6.0,3,80
165,-6.0,3,80
170,-6.0,3,80
175,-6.0,3,79
180,-6.0,3,79
185,-6.0,3,78
190,-6.0,3,79
195,-6.0,3,78
200,-6.0,3,78
205,-6.0,3,77
210,-6.0,3,77
215,-6.0,3,77
220,-6.0,3,76
225,-6.0,3,76
230,-6.0,3,76
235,-6.0,3,76
240,-6.0,3,76
245,-6.0,3,75
250,-6.0,3,75
255,-6.0,3,75
260,-6.0,3,75
265,-6.0,3,75
270,-6.0,3,75
275,-6.0,3,75
280,-6.0,3,75
285,-6.0,3,75
290,-6.0,3,74
295,-6.0,3,74
300,-6.0,3,75
0,-6.0,4,79
5,-6.0,4,81
10,-6.0,4,82
15,-6.0,4,83
20,-6.0,4,84
25,-6.0,4,84
30,-6.0,4,84
35,-6.0,4,84
40,-6.0,4,85
45,-6.0,4,85
50,-6.0,4,85
55,-6.0,4,85
60,-6.0,4,84
65,-6.0,4,84
70,-6.0,4,83
75,-6.0,4,84
80,-6.0,4,83
85,-6.0,4,83
90,-6.0,4,82
95,-6.0,4,82
100,-6.0,4,82
105,-6.0,4,81
110,-6.0,4,80
115,-6.0,4,80
120,-6.0,4,80
125,-6.0,4,79
130,-6.0,4,79
135,-6.0,4,79
140,-6.0,4,78
145,-6.0,4,78
150,-6.0,4,78
155,-6.0,4,77
160,-6.0,4,77
165,-6.0,4,77
170,-6.0,4,76
175,-6.0,4,76
180,-6.0,4,76
185,-6.0,4,75
190,-6.0,4,75
195,-6.0,4,75
200,-6.0,4,74
205,-6.0,4,74
210,-6.0,4,74
215,-6.0,4,74
220,-6.0,4,74
225,-6.0,4,73
230,-6.0,4,73
235,-6.0,4,73
240,-6.0,4,73
245,-6.0,4,73
250,-6.0,4,72
255,-6.0,4,72
260,-6.0,4,72
265,-6.0,4,72
270,-6.0,4,72
275,-6.0,4,72
280,-6.0,4,72
285,-6.0,4,72
290,-6.0,4,71
295,-6.0,4,71
300,-6.0,4,71
0,-7.0,1,66
5,-7.0,1,67
10,-7.0,1,67
15,-7.0,1,68
20,-7.0,1,67
25,-7.0,1,68
30,-7.0,1,67
35,-7.0,1,67
40,-7.0,1,67
45,-7.0,1,67
50,-7.0,1,67
55,-7.0,1,67
60,-7.0,1,67
65,-7.0,1,66
70,-7.0,1,66
75,-7.0,1,66
80,-7.0,1,65
85,-7.0,1,65
90,-7.0,1,65
95,-7.0,1,65
100,-7.0,1,64
105,-7.0,1,65
110,-7.0,1,64
115,-7.0,1,64
120,-7.0,1,64
125,-7.0,1,63
130,-7.0,1,64
135,-7.0,1,64
140,-7.0,1,63
145,-7.0,1,63
150,-7.0,1,63
155,-7.0,1,63
160,-7.0,1,63
165,-7.0,1,62
170,-7.0,1,62
175,-7.0,1,62
180,-7.0,1,62
185,-7.0,1,62
190,-7.0,1,61
195,-7.0,1,61
200,-7.0,1,61
205,-7.0,1,61
210,-7.0,1,61
215,-7.0,1,61
220,-7.0,1,60
225,-7.0,1,61
230,-7.0,1,60
235,-7.0,1,60
240,-7.0,1,59
245,-7.0,1,60
250,-7.0,1,60
255,-7.0,1,60
260,-7.0,1,59
265,-7.0,1,59
270,-7.0,1,59
275,-7.0,1,59
280,-7.0,1,59
285,-7.0,1,60
290,-7.0,1,59
295,-7.0,1,59
300,-7.0,1,59
0,-7.0,2,75
5,-7.0,2,78
10,-7.0,2,79
15,-7.0,2,79
20,-7.0,2,79
25,-7.0,2,79
30,-7.0,2,80
35,-7.0,2,79
40,-7.0,2,79
45,-7.0,2,79
50,-7.0,2,78
55,-7.0,2,79
60,-7.0,2,78
65,-7.0,2,78
70,-7.0,2,78
75,-7.0,2,77
80,-7.0,2,76
85,-7.0,2,76
90,-7.0,2,75
95,-7.0,2,75
100,-7.0,2,75
105,-7.0,2,74
110,-7.0,2,74
115,-7.0,2,74
120,-7.0,2,73
125,-7.0,2,73
130,-7.0,2,72
135,-7.0,2,72
140,-7.0,2,72
145,-7.0,2,71
150,-7.0,2,71
155,-7.0,2,70
160,-7.0,2,70
165,-7.0,2,70
170,-7.0,2,70
175,-7.0,2,69
180,-7.0,2,68
185,-7.0,2,69
190,-7.0,2,68
195,-7.0,2,68
200,-7.0,2,68
205,-7.0,2,68
210,-7.0,2,67
215,-7.0,2,67
220,-7.0,2,67
225,-7.0,2,67
230,-7.0,2,66
235,-7.0,2,66
240,-7.0,2,66
245,-7.0,2,66
250,-7.0,2,65
255,-7.0,2,65
260,-7.0,2,65
265,-7.0,2,65
270,-7.0,2,65
275,-7.0,2,65
280,-7.0,2,65
285,-7.0,2,65
290,-7.0,2,65
295,-7.0,2,65
300,-7.0,2,64
0,-7.0,3,69
5,-7.0,3,72
10,-7.0,3,72
15,-7.0,3,73
20,-7.0,3,74
25,-7.0,3,74
30,-7.0,3,74
35,-7.0,3,75
40,-7.0,3,75
45,-7.0,3,75
50,-7.0,3,75
55,-7.0,3,75
60,-7.0,3,74
65,-7.0,3,74
70,-7.0,3,74
75,-7.0,3,74
80,-7.0,3,73
85,-7.0,3,73
90,-7.0,3,72
95,-7.0,3,72
100,-7.0,3,72
105,-7.0,3,71
110,-7.0,3,70
115,-7.0,3,71
120,-7.0,3,70
125,-7.0,3,69
130,-7.0,3,69
135,-7.0,3,69
140,-7.0,3,68
145,-7.0,3,68
150,-7.0,3,68
155,-7.0,3,68
160,-7.0,3,67
165,-7.0,3,66
170,-7.0,3,67
175,-7.0,3,67
180,-7.0,3,66
185,-7.0,3,66
190,-7.0,3,66
195,-7.0,3,65
200,-7.0,3,64
205,-7.0,3,64
210,-7.0,3,64
215,-7.0,3,64
220,-7.0,3,64
225,-7.0,3,64
230,-7.0,3,64
235,-7.0,3,64
240,-7.0,3,63
245,-7.0,3,63
250,-7.0,3,63
255,-7.0,3,63
260,-7.0,3,63
265,-7.0,3,63
270,-7.0,3,62
275,-7.0,3,62
280,-7.0,3,62
285,-7.0,3,62
290,-7.0,3,62
295,-7.0,3,62
300,-7.0,3,62
0,-7.0,4,70
5,-7.0,4,72
10,-7.0,4,73
15,-7.0,4,74
20,-7.0,4,74
25,-7.0,4,75
30,-7.0,4,75
35,-7.0,4,75
40,-7.0,4,75
45,-7.0,4,75
50,-7.0,4,75
55,-7.0,4,75
60,-7.0,4,75
65,-7.0,4,75
70,-7.0,4,74
75,-7.0,4,74
80,-7.0,4,74
85,-7.0,4,73
90,-7.0,4,73
95,-7.0,4,72
100,-7.0,4,72
105,-7.0,4,72
110,-7.0,4,72
115,-7.0,4,71
120,-7.0,4,70
125,-7.0,4,70
130,-7.0,4,70
135,-7.0,4,69
140,-7.0,4,69
145,-7.0,4,69
150,-7.0,4,69
155,-7.0,4,68
160,-7.0,4,68
165,-7.0,4,68
170,-7.0,4,67
175,-7.0,4,67
180,-7.0,4,66
185,-7.0,4,66
190,-7.0,4,66
195,-7.0,4,66
200,-7.0,4,65
205,-7.0,4,65
210,-7.0,4,65
215,-7.0,4,65
220,-7.0,4,64
225,-7.0,4,65
230,-7.0,4,64
235,-7.0,4,63
240,-7.0,4,64
245,-7.0,4,63
250,-7.0,4,63
255,-7.0,4,63
260,-7.0,4,63
265,-7.0,4,63
270,-7.0,4,63
275,-7.0,4,63
280,-7.0,4,63
285,-7.0,4,62
290,-7.0,4,62
295,-7.0,4,62
300,-7.0,4,62
0,-8.0,1,45
5,-8.0,1,46
10,-8.0,1,47
15,-8.0,1,47
20,-8.0,1,47
25,-8.0,1,47
30,-8.0,1,47
35,-8.0,1,47
40,-8.0,1,47
45,-8.0,1,47
50,-8.0,1,47
55,-8.0,1,46
60,-8.0,1,47
65,-8.0,1,47
70,-8.0,1,47
75,-8.0,1,46
80,-8.0,1,46
85,-8.0,1,46
90,-8.0,1,46
95,-8.0,1,45
100,-8.0,1,46
105,-8.0,1,46
110,-8.0,1,45
115,-8.0,1,45
120,-8.0,1,45
125,-8.0,1,45
130,-8.0,1,45
135,-8.0,1,46
140,-8.0,1,45
145,-8.0,1,45
150,-8.0,1,45
155,-8.0,1,45
160,-8.0,1,45
165,-8.0,1,45
170,-8.0,1,45
175,-8.0,1,45
180,-8.0,1,45
185,-8.0,1,45
190,-8.0,1,45
195,-8.0,1,45
200,-8.0,1,45
205,-8.0,1,45
210,-8.0,1,44
215,-8.0,1,45
220,-8.0,1,45
225,-8.0,1,45
230,-8.0,1,45
235,-8.0,1,45
240,-8.0,1,45
245,-8.0,1,45
250,-8.0,1,45
255,-8.0,1,45
260,-8.0,1,45
265,-8.0,1,45
270,-8.0,1,45
275,-8.0,1,45
280,-8.0,1,45
285,-8.0,1,45
290,-8.0,1,45
295,-8.0,1,45
300,-8.0,1,45
0,-8.0,2,50
5,-8.0,2,52
10,-8.0,2,53
15,-8.0,2,53
20,-8.0,2,54
25,-8.0,2,54
30,-8.0,2,54
35,-8.0,2,54
40,-8.0,2,55
45,-8.0,2,55
50,-8.0,2,55
55,-8.0,2,55
60,-8.0,2,55
65,-8.0,2,55
70,-8.0,2,55
75,-8.0,2,55
80,-8.0,2,54
85,-8.0,2,54
90,-8.0,2,54
95,-8.0,2,54
100,-8.0,2,54
105,-8.0,2,54
110,-8.0,2,54
115,-8.0,2,54
120,-8.0,2,54
125,-8.0,2,53
130,-8.0,2,54
135,-8.0,2,53
140,-8.0,2,53
145,-8.0,2,54
150,-8.0,2,53
155,-8.0,2,53
160,-8.0,2,53
165,-8.0,2,52
170,-8.0,2,53
175,-8.0,2,52
180,-8.0,2,52
185,-8.0,2,52
190,-8.0,2,52
195,-8.0,2,52
200,-8.0,2,52
205,-8.0,2,52
210,-8.0,2,51
215,-8.0,2,52
220,-8.0,2,51
225,-8.0,2,51
230,-8.0,2,51
235,-8.0,2,51
240,-8.0,2,51
245,-8.0,2,51
250,-8.0,2,51
255,-8.0,2,51
260,-8.0,2,51
265,-8.0,2,51
270,-8.0,2,51
275,-8.0,2,51
280,-8.0,2,51
285,-8.0,2,51
290,-8.0,2,51
295,-8.0,2,51
300,-8.0,2,51
0,-8.0,3,50
5,-8.0,3,51
10,-8.0,3,52
15,-8.0,3,53
20,-8.0,3,54
25,-8.0,3,54
30,-8.0,3,55
35,-8.0,3,55
40,-8.0,3,56
45,-8.0,3,56
50,-8.0,3,56
55,-8.0,3,56
60,-8.0,3,56
65,-8.0,3,56
70,-8.0,3,56
75,-8.0,3,56
80,-8.0,3,56
85,-8.0,3,55
90,-8.0,3,55
95,-8.0,3,55
100,-8.0,3,55
105,-8.0,3,55
110,-8.0,3,54
115,-8.0,3,55
120,-8.0,3,54
125,-8.0,3,54
130,-8.0,3,54
135,-8.0,3,54
140,-8.0,3,54
145,-8.0,3,53
150,-8.0,3,53
155,-8.0,3,53
160,-8.0,3,53
165,-8.0,3,53
170,-8.0,3,52
175,-8.0,3,52
180,-8.0,3,52
185,-8.0,3,52
190,-8.0,3,52
195,-8.0,3,52
200,-8.0,3,52
205,-8.0,3,52
210,-8.0,3,51
215,-8.0,3,51
220,-8.0,3,51
225,-8.0,3,51
230,-8.0,3,51
235,-8.0,3,51
240,-8.0,3,51
245,-8.0,3,51
250,-8.0,3,51
255,-8.0,3,50
260,-8.0,3,50
265,-8.0,3,50
270,-8.0,3,51
275,-8.0,3,51
280,-8.0,3,51
285,-8.0,3,50
290,-8.0,3,50
295,-8.0,3,50
300,-8.0,3,50
0,-8.0,4,47
5,-8.0,4,48
10,-8.0,4,48
15,-8.0,4,49
20,-8.0,4,50
25,-8.0,4,50
30,-8.0,4,50
35,-8.0,4,50
40,-8.0,4,50
45,-8.0,4,50
50,-8.0,4,51
55,-8.0,4,51
60,-8.0,4,51
65,-8.0,4,51
70,-8.0,4,50
75,-8.0,4,50
80,-8.0,4,50
85,-8.0,4,50
90,-8.0,4,50
95,-8.0,4,50
100,-8.0,4,50
105,-8.0,4,50
110,-8.0,4,50
115,-8.0,4,50
120,-8.0,4,49
125,-8.0,4,49
130,-8.0,4,49
135,-8.0,4,49
140,-8.0,4,49
145,-8.0,4,49
150,-8.0,4,49
155,-8.0,4,49
160,-8.0,4,48
165,-8.0,4,49
170,-8.0,4,48
175,-8.0,4,48
180,-8.0,4,48
185,-8.0,4,48
190,-8.0,4,48
195,-8.0,4,48
200,-8.0,4,48
205,-8.0,4,48
210,-8.0,4,48
215,-8.0,4,48
220,-8.0,4,48
225,-8.0,4,48
230,-8.0,4,48
235,-8.0,4,48
240,-8.0,4,48
245,-8.0,4,48
250,-8.0,4,47
255,-8.0,4,47
260,-8.0,4,47
265,-8.0,4,47
270,-8.0,4,48
275,-8.0,4,47
280,-8.0,4,47
285,-8.0,4,47
290,-8.0,4,47
295,-8.0,4,47
300,-8.0,4,47
0,-9.0,1,42
5,-9.0,1,42
10,-9.0,1,42
15,-9.0,1,42
20,-9.0,1,42
25,-9.0,1,42
30,-9.0,1,42
35,-9.0,1,42
40,-9.0,1,42
45,-9.0,1,42
50,-9.0,1,42
55,-9.0,1,43
60,-9.0,1,43
65,-9.0,1,43
70,-9.0,1,43
75,-9.0,1,43
80,-9.0,1,43
85,-9.0,1,43
90,-9.0,1,43
95,-9.0,1,43
100,-9.0,1,43
105,-9.0,1,43
110,-9.0,1,43
115,-9.0,1,43
120,-9.0,1,44
125,-9.0,1,43
130,-9.0,1,44
135,-9.0,1,44
140,-9.0,1,44
145,-9.0,1,44
150,-9.0,1,44
155,-9.0,1,44
160,-9.0,1,44
165,-9.0,1,44
170,-9.0,1,44
175,-9.0,1,44
180,-9.0,1,44
185,-9.0,1,44
190,-9.0,1,44
195,-9.0,1,44
200,-9.0,1,45
205,-9.0,1,45
210,-9.0,1,45
215,-9.0,1,45
220,-9.0,1,45
225,-9.0,1,45
230,-9.0,1,45
235,-9.0,1,45
240,-9.0,1,45
245,-9.0,1,45
250,-9.0,1,45
255,-9.0,1,45
260,-9.0,1,45
265,-9.0,1,45
270,-9.0,1,45
275,-9.0,1,46
280,-9.0,1,45
285,-9.0,1,46
290,-9.0,1,46
295,-9.0,1,46
300,-9.0,1,46
0,-9.0,2,44
5,-9.0,2,44
10,-9.0,2,44
15,-9.0,2,45
20,-9.0,2,45
25,-9.0,2,46
30,-9.0,2,46
35,-9.0,2,46
40,-9.0,2,46
45,-9.0,2,46
50,-9.0,2,46
55,-9.0,2,46
60,-9.0,2,46
65,-9.0,2,46
70,-9.0,2,46
75,-9.0,2,47
80,-9.0,2,46
85,-9.0,2,46
90,-9.0,2,46
95,-9.0,2,46
100,-9.0,2,47
105,-9.0,2,46
110,-9.0,2,46
115,-9.0,2,47
120,-9.0,2,47
125,-9.0,2,47
130,-9.0,2,47
135,-9.0,2,46
140,-9.0,2,47
145,-9.0,2,47
150,-9.0,2,47
155,-9.0,2,47
160,-9.0,2,46
165,-9.0,2,47
170,-9.0,2,47
175,-9.0,2,47
180,-9.0,2,46
185,-9.0,2,46
190,-9.0,2,47
195,-9.0,2,46
200,-9.0,2,47
205,-9.0,2,47
210,-9.0,2,47
215,-9.0,2,47
220,-9.0,2,47
225,-9.0,2,46
230,-9.0,2,46
235,-9.0,2,47
240,-9.0,2,46
245,-9.0,2,46
250,-9.0,2,47
255,-9.0,2,46
260,-9.0,2,46
265,-9.0,2,46
270,-9.0,2,46
275,-9.0,2,46
280,-9.0,2,46
285,-9.0,2,46
290,-9.0,2,46
295,-9.0,2,46
300,-9.0,2,46
0,-9.0,3,47
5,-9.0,3,48
10,-9.0,3,48
15,-9.0,3,49
20,-9.0,3,49
25,-9.0,3,49
30,-9.0,3,49
35,-9.0,3,50
40,-9.0,3,50
45,-9.0,3,50
50,-9.0,3,50
55,-9.0,3,50
60,-9.0,3,51
65,-9.0,3,50
70,-9.0,3,50
75,-9.0,3,50
80,-9.0,3,50
85,-9.0,3,51
90,-9.0,3,50
95,-9.0,3,50
100,-9.0,3,50
105,-9.0,3,50
110,-9.0,3,50
115,-9.0,3,51
120,-9.0,3,51
125,-9.0,3,51
130,-9.0,3,51
135,-9.0,3,50
140,-9.0,3,51
145,-9.0,3,50
150,-9.0,3,50
155,-9.0,3,50
160,-9.0,3,51
165,-9.0,3,50
170,-9.0,3,50
175,-9.0,3,51
180,-9.0,3,50
185,-9.0,3,50
190,-9.0,3,50
195,-9.0,3,50
200,-9.0,3,50
205,-9.0,3,50
210,-9.0,3,50
215,-9.0,3,50
220,-9.0,3,50
225,-9.0,3,50
230,-9.0,3,50
235,-9.0,3,50
240,-9.0,3,50
245,-9.0,3,50
250,-9.0,3,49
255,-9.0,3,50
260,-9.0,3,50
265,-9.0,3,50
270,-9.0,3,49
275,-9.0,3,49
280,-9.0,3,50
285,-9.0,3,49
290,-9.0,3,49
295,-9.0,3,49
300,-9.0,3,49
0,-9.0,4,43
5,-9.0,4,43
10,-9.0,4,44
15,-9.0,4,44
20,-9.0,4,44
25,-9.0,4,45
30,-9.0,4,45
35,-9.0,4,45
40,-9.0,4,45
45,-9.0,4,45
50,-9.0,4,45
55,-9.0,4,45
60,-9.0,4,45
65,-9.0,4,45
70,-9.0,4,45
75,-9.0,4,46
80,-9.0,4,46
85,-9.0,4,46
90,-9.0,4,45
95,-9.0,4,45
100,-9.0,4,45
105,-9.0,4,45
110,-9.0,4,46
115,-9.0,4,45
120,-9.0,4,46
125,-9.0,4,46
130,-9.0,4,45
135,-9.0,4,45
140,-9.0,4,45
145,-9.0,4,45
150,-9.0,4,46
155,-9.0,4,46
160,-9.0,4,45
165,-9.0,4,45
170,-9.0,4,45
175,-9.0,4,45
180,-9.0,4,46
185,-9.0,4,45
190,-9.0,4,45
195,-9.0,4,45
200,-9.0,4,45
205,-9.0,4,45
210,-9.0,4,45
215,-9.0,4,45
220,-9.0,4,45
225,-9.0,4,45
230,-9.0,4,46
235,-9.0,4,46
240,-9.0,4,45
245,-9.0,4,45
250,-9.0,4,45
255,-9.0,4,45
260,-9.0,4,46
265,-9.0,4,45
270,-9.0,4,45
275,-9.0,4,45
280,-9.0,4,45
285,-9.0,4,45
290,-9.0,4,45
295,-9.0,4,45
300,-9.0,4,45
0,-10.0,1,40
5,-10.0,1,40
10,-10.0,1,40
15,-10.0,1,40
20,-10.0,1,40
25,-10.0,1,40
30,-10.0,1,41
35,-10.0,1,41
40,-10.0,1,41
45,-10.0,1,41
50,-10.0,1,41
55,-10.0,1,41
60,-10.0,1,41
65,-10.0,1,42
70,-10.0,1,41
75,-10.0,1,41
80,-10.0,1,42
85,-10.0,1,41
90,-10.0,1,41
95,-10.0,1,41
100,-10.0,1,41
105,-10.0,1,42
110,-10.0,1,41
115,-10.0,1,42
120,-10.0,1,42
125,-10.0,1,42
130,-10.0,1,42
135,-10.0,1,42
140,-10.0,1,42
145,-10.0,1,42
150,-10.0,1,43
155,-10.0,1,43
160,-10.0,1,43
165,-10.0,1,43
170,-10.0,1,43
175,-10.0,1,43
180,-10.0,1,43
185,-10.0,1,43
190,-10.0,1,43
195,-10.0,1,43
200,-10.0,1,43
205,-10.0,1,43
210,-10.0,1,43
215,-10.0,1,43
220,-10.0,1,43
225,-10.0,1,44
