Time (s),Carbachol Concentration (log M),Replicate,Fluorescence (RFU)
255,-11.0,1,35
260,-11.0,1,35
265,-11.0,1,35
270,-11.0,1,35
275,-11.0,1,35
280,-11.0,1,35
285,-11.0,1,35
290,-11.0,1,35
295,-11.0,1,35
300,-11.0,1,35
0,-11.0,2,34
5,-11.0,2,34
10,-11.0,2,35
15,-11.0,2,35
20,-11.0,2,35
25,-11.0,2,35
30,-11.0,2,36
35,-11.0,2,35
40,-11.0,2,36
45,-11.0,2,36
50,-11.0,2,36
55,-11.0,2,36
60,-11.0,2,36
65,-11.0,2,36
70,-11.0,2,36
75,-11.0,2,36
80,-11.0,2,36
85,-11.0,2,36
90,-11.0,2,36
95,-11.0,2,36
100,-11.0,2,37
105,-11.0,2,36
110,-11.0,2,37
115,-11.0,2,36
120,-11.0,2,37
125,-11.0,2,36
130,-11.0,2,37
135,-11.0,2,36
140,-11.0,2,37
145,-11.0,2,36
150,-11.0,2,36
155,-11.0,2,37
160,-11.0,2,37
165,-11.0,2,36
170,-11.0,2,37
175,-11.0,2,36
180,-11.0,2,37
185,-11.0,2,37
190,-11.0,2,36
195,-11.0,2,37
200,-11.0,2,36
205,-11.0,2,36
210,-11.0,2,36
215,-11.0,2,37
220,-11.0,2,36
225,-11.0,2,36
230,-11.0,2,36
235,-11.0,2,37
240,-11.0,2,36
245,-11.0,2,37
250,-11.0,2,36
255,-11.0,2,36
260,-11.0,2,37
265,-11.0,2,37
270,-11.0,2,37
275,-11.0,2,37
280,-11.0,2,36
285,-11.0,2,37
290,-11.0,2,36
295,-11.0,2,37
300,-11.0,2,37
0,-11.0,3,34
5,-11.0,3,34
10,-11.0,3,34
15,-11.0,3,34
20,-11.0,3,34
25,-11.0,3,35
30,-11.0,3,35
35,-11.0,3,35
40,-11.0,3,35
45,-11.0,3,35
50,-11.0,3,36
55,-11.0,3,35
60,-11.0,3,36
65,-11.0,3,36
70,-11.0,3,35
75,-11.0,3,36
80,-11.0,3,36
85,-11.0,3,36
90,-11.0,3,36
95,-11.0,3,36
100,-11.0,3,36
105,-11.0,3,36
110,-11.0,3,36
115,-11.0,3,36
120,-11.0,3,36
125,-11.0,3,36
130,-11.0,3,36
135,-11.0,3,36
140,-11.0,3,36
145,-11.0,3,36
150,-11.0,3,36
155,-11.0,3,36
160,-11.0,3,36
165,-11.0,3,36
170,-11.0,3,36
175,-11.0,3,36
180,-11.0,3,36
185,-11.0,3,36
190,-11.0,3,36
195,-11.0,3,36
200,-11.0,3,36
205,-11.0,3,36
210,-11.0,3,36
215,-11.0,3,36
220,-11.0,3,36
225,-11.0,3,36
230,-11.0,3,36
235,-11.0,3,36
240,-11.0,3,36
245,-11.0,3,36
250,-11.0,3,36
255,-11.0,3,36
260,-11.0,3,36
265,-11.0,3,36
270,-11.0,3,36
275,-11.0,3,36
280,-11.0,3,35
285,-11.0,3,35
290,-11.0,3,35
295,-11.0,3,35
300,-11.0,3,36
0,-11.0,4,33
5,-11.0,4,33
10,-11.0,4,33
15,-11.0,4,33
20,-11.0,4,33
25,-11.0,4,34
30,-11.0,4,34
35,-11.0,4,34
40,-11.0,4,34
45,-11.0,4,35
50,-11.0,4,35
55,-11.0,4,35
60,-11.0,4,35
65,-11.0,4,35
70,-11.0,4,35
75,-11.0,4,35
80,-11.0,4,35
85,-11.0,4,35
90,-11.0,4,35
95,-11.0,4,36
100,-11.0,4,36
105,-11.0,4,36
110,-11.0,4,36
115,-11.0,4,35
120,-11.0,4,35
125,-11.0,4,36
130,-11.0,4,36
135,-11.0,4,36
140,-11.0,4,36
145,-11.0,4,36
150,-11.0,4,35
155,-11.0,4,36
160,-11.0,4,35
165,-11.0,4,35
170,-11.0,4,35
175,-11.0,4,36
180,-11.0,4,35
185,-11.0,4,35
190,-11.0,4,35
195,-11.0,4,36
200,-11.0,4,36
205,-11.0,4,36
210,-11.0,4,36
215,-11.0,4,36
220,-11.0,4,35
225,-11.0,4,36
230,-11.0,4,35
235,-11.0,4,36
240,-11.0,4,36
245,-11.0,4,36
250,-11.0,4,36
255,-11.0,4,36
260,-11.0,4,36
265,-11.0,4,36
270,-11.0,4,36
275,-11.0,4,35
280,-11.0,4,36
285,-11.0,4,35
290,-11.0,4,36
295,-11.0,4,35
300,-11.0,4,35
0,Vehicle Control,1,29
5,Vehicle Control,1,29
10,Vehicle Control,1,30
15,Vehicle Control,1,30
20,Vehicle Control,1,30
25,Vehicle Control,1,31
30,Vehicle Control,1,31
35,Vehicle Control,1,31
40,Vehicle Control,1,31
45,Vehicle Control,1,32
50,Vehicle Control,1,31
55,Vehicle Control,1,32
60,Vehicle Control,1,32
65,Vehicle Control,1,33
70,Vehicle Control,1,32
75,Vehicle Control,1,32
80,Vehicle Control,1,33
85,Vehicle Control,1,33
90,Vehicle Control,1,33
95,Vehicle Control,1,33
100,Vehicle Control,1,33
105,Vehicle Control,1,33
110,Vehicle Control,1,33
115,Vehicle Control,1,33
120,Vehicle Control,1,33
125,Vehicle Control,1,34
130,Vehicle Control,1,34
135,Vehicle Control,1,33
140,Vehicle Control,1,33
145,Vehicle Control,1,33
150,Vehicle Control,1,34
155,Vehicle Control,1,34
160,Vehicle Control,1,34
165,Vehicle Control,1,34
170,Vehicle Control,1,34
175,Vehicle Control,1,34
180,Vehicle Control,1,34
185,Vehicle Control,1,34
190,Vehicle Control,1,34
195,Vehicle Control,1,34
200,Vehicle Control,1,34
205,Vehicle Control,1,34
210,Vehicle Control,1,34
215,Vehicle Control,1,35
220,Vehicle Control,1,34
225,Vehicle Control,1,35
230,Vehicle Control,1,35
235,Vehicle Control,1,35
240,Vehicle Control,1,34
245,Vehicle Control,1,35
250,Vehicle Control,1,35
255,Vehicle Control,1,35
260,Vehicle Control,1,35
265,Vehicle Control,1,35
270,Vehicle Control,1,35
275,Vehicle Control,1,35
280,Vehicle Control,1,35
285,Vehicle Control,1,35
290,Vehicle Control,1,35
295,Vehicle Control,1,35
300,Vehicle Control,1,35
0,Vehicle Control,2,31
5,Vehicle Control,2,32
10,Vehicle Control,2,31
15,Vehicle Control,2,32
20,Vehicle Control,2,32
25,Vehicle Control,2,32
30,Vehicle Control,2,32
35,Vehicle Control,2,32
40,Vehicle Control,2,32
45,Vehicle Control,2,33
50,Vehicle Control,2,33
55,Vehicle Control,2,33
60,Vehicle Control,2,33
65,Vehicle Control,2,33
70,Vehicle Control,2,33
75,Vehicle Control,2,33
80,Vehicle Control,2,33
85,Vehicle Control,2,33
90,Vehicle Control,2,33
95,Vehicle Control,2,33
100,Vehicle Control,2,33
105,Vehicle Control,2,33
110,Vehicle Control,2,33
115,Vehicle Control,2,33
120,Vehicle Control,2,34
125,Vehicle Control,2,34
130,Vehicle Control,2,33
135,Vehicle Control,2,34
140,Vehicle Control,2,34
145,Vehicle Control,2,34
150,Vehicle Control,2,34
155,Vehicle Control,2,34
160,Vehicle Control,2,34
165,Vehicle Control,2,34
170,Vehicle Control,2,33
175,Vehicle Control,2,34
180,Vehicle Control,2,34
185,Vehicle Control,2,34
190,Vehicle Control,2,34
195,Vehicle Control,2,34
200,Vehicle Control,2,33
205,Vehicle Control,2,34
210,Vehicle Control,2,34
215,Vehicle Control,2,34
220,Vehicle Control,2,34
225,Vehicle Control,2,34
230,Vehicle Control,2,34
235,Vehicle Control,2,34
240,Vehicle Control,2,34
245,Vehicle Control,2,34
250,Vehicle Control,2,34
255,Vehicle Control,2,34
260,Vehicle Control,2,34
265,Vehicle Control,2,34
270,Vehicle Control,2,34
275,Vehicle Control,2,34
280,Vehicle Control,2,34
285,Vehicle Control,2,34
290,Vehicle Control,2,34
295,Vehicle Control,2,34
300,Vehicle Control,2,34
0,Vehicle Control,3,31
5,Vehicle Control,3,31
10,Vehicle Control,3,32
15,Vehicle Control,3,32
20,Vehicle Control,3,32
25,Vehicle Control,3,32
30,Vehicle Control,3,33
35,Vehicle Control,3,32
40,Vehicle Control,3,33
45,Vehicle Control,3,33
50,Vehicle Control,3,33
55,Vehicle Control,3,33
60,Vehicle Control,3,33
65,Vehicle Control,3,33
70,Vehicle Control,3,34
75,Vehicle Control,3,34
80,Vehicle Control,3,34
85,Vehicle Control,3,33
90,Vehicle Control,3,34
95,Vehicle Control,3,34
100,Vehicle Control,3,34
105,Vehicle Control,3,34
110,Vehicle Control,3,34
115,Vehicle Control,3,34
120,Vehicle Control,3,34
125,Vehicle Control,3,34
130,Vehicle Control,3,34
135,Vehicle Control,3,34
140,Vehicle Control,3,34
145,Vehicle Control,3,34
150,Vehicle Control,3,34
155,Vehicle Control,3,34
160,Vehicle Control,3,34
165,Vehicle Control,3,34
170,Vehicle Control,3,34
175,Vehicle Control,3,34
180,Vehicle Control,3,34
185,Vehicle Control,3,34
190,Vehicle Control,3,34
195,Vehicle Control,3,34
200,Vehicle Control,3,34
205,Vehicle Control,3,34
210,Vehicle Control,3,34
215,Vehicle Control,3,34
220,Vehicle Control,3,34
225,Vehicle Control,3,34
230,Vehicle Control,3,34
235,Vehicle Control,3,34
240,Vehicle Control,3,35
245,Vehicle Control,3,34
250,Vehicle Control,3,34
255,Vehicle Control,3,34
260,Vehicle Control,3,34
265,Vehicle Control,3,34
270,Vehicle Control,3,34
275,Vehicle Control,3,35
280,Vehicle Control,3,34
285,Vehicle Control,3,34
290,Vehicle Control,3,34
295,Vehicle Control,3,34
300,Vehicle Control,3,34
0,Vehicle Control,4,30
5,Vehicle Control,4,30
10,Vehicle Control,4,31
15,Vehicle Control,4,31
20,Vehicle Control,4,31
25,Vehicle Control,4,31
30,Vehicle Control,4,32
35,Vehicle Control,4,32
40,Vehicle Control,4,32
45,Vehicle Control,4,32
50,Vehicle Control,4,33
55,Vehicle Control,4,33
60,Vehicle Control,4,33
65,Vehicle Control,4,33
70,Vehicle Control,4,33
75,Vehicle Control,4,33
80,Vehicle Control,4,33
85,Vehicle Control,4,33
90,Vehicle Control,4,33
95,Vehicle Control,4,34
100,Vehicle Control,4,33
105,Vehicle Control,4,33
110,Vehicle Control,4,33
115,Vehicle Control,4,33
120,Vehicle Control,4,33
125,Vehicle Control,4,33
130,Vehicle Control,4,34
135,Vehicle Control,4,34
140,Vehicle Control,4,33
145,Vehicle Control,4,33
150,Vehicle Control,4,33
155,Vehicle Control,4,34
160,Vehicle Control,4,34
165,Vehicle Control,4,34
170,Vehicle Control,4,33
175,Vehicle Control,4,33
180,Vehicle Control,4,34
185,Vehicle Control,4,34
190,Vehicle Control,4,33
195,Vehicle Control,4,34
200,Vehicle Control,4,34
205,Vehicle Control,4,34
210,Vehicle Control,4,33
215,Vehicle Control,4,33
220,Vehicle Control,4,33
225,Vehicle Control,4,33
230,Vehicle Control,4,34
235,Vehicle Control,4,33
240,Vehicle Control,4,33
245,Vehicle Control,4,34
250,Vehicle Control,4,33
255,Vehicle Control,4,33
260,Vehicle Control,4,33
265,Vehicle Control,4,33
270,Vehicle Control,4,33
275,Vehicle Control,4,34
280,Vehicle Control,4,33
285,Vehicle Control,4,33
290,Vehicle Control,4,33
295,Vehicle Control,4,33
300,Vehicle Control,4,33
