Time (s),PAC-3310 Concentration (log M),Replicate,Fluorescence (RFU)
210,-10.0,1,64
215,-10.0,1,64
220,-10.0,1,64
225,-10.0,1,64
230,-10.0,1,64
235,-10.0,1,64
240,-10.0,1,64
245,-10.0,1,64
250,-10.0,1,64
255,-10.0,1,64
260,-10.0,1,64
265,-10.0,1,64
270,-10.0,1,64
275,-10.0,1,64
280,-10.0,1,64
285,-10.0,1,64
290,-10.0,1,64
295,-10.0,1,64
300,-10.0,1,64
0,-10.0,2,60
5,-10.0,2,59
10,-10.0,2,60
15,-10.0,2,60
20,-10.0,2,61
25,-10.0,2,61
30,-10.0,2,61
35,-10.0,2,61
40,-10.0,2,62
45,-10.0,2,62
50,-10.0,2,62
55,-10.0,2,62
60,-10.0,2,62
65,-10.0,2,62
70,-10.0,2,62
75,-10.0,2,62
80,-10.0,2,62
85,-10.0,2,62
90,-10.0,2,62
95,-10.0,2,62
100,-10.0,2,62
105,-10.0,2,62
110,-10.0,2,62
115,-10.0,2,62
120,-10.0,2,62
125,-10.0,2,62
130,-10.0,2,63
135,-10.0,2,62
140,-10.0,2,62
145,-10.0,2,62
150,-10.0,2,63
155,-10.0,2,63
160,-10.0,2,63
165,-10.0,2,62
170,-10.0,2,63
175,-10.0,2,63
180,-10.0,2,63
185,-10.0,2,63
190,-10.0,2,63
195,-10.0,2,62
200,-10.0,2,62
205,-10.0,2,63
210,-10.0,2,63
215,-10.0,2,63
220,-10.0,2,63
225,-10.0,2,63
230,-10.0,2,63
235,-10.0,2,62
240,-10.0,2,63
245,-10.0,2,63
250,-10.0,2,62
255,-10.0,2,63
260,-10.0,2,62
265,-10.0,2,62
270,-10.0,2,62
275,-10.0,2,63
280,-10.0,2,62
285,-10.0,2,62
290,-10.0,2,62
295,-10.0,2,62
300,-10.0,2,62
0,-10.0,3,58
5,-10.0,3,60
10,-10.0,3,60
15,-10.0,3,62
20,-10.0,3,62
25,-10.0,3,63
30,-10.0,3,63
35,-10.0,3,64
40,-10.0,3,63
45,-10.0,3,64
50,-10.0,3,64
55,-10.0,3,64
60,-10.0,3,64
65,-10.0,3,64
70,-10.0,3,64
75,-10.0,3,64
80,-10.0,3,64
85,-10.0,3,65
90,-10.0,3,64
95,-10.0,3,64
100,-10.0,3,65
105,-10.0,3,65
110,-10.0,3,65
115,-10.0,3,65
120,-10.0,3,65
125,-10.0,3,65
130,-10.0,3,65
135,-10.0,3,65
140,-10.0,3,65
145,-10.0,3,65
150,-10.0,3,65
155,-10.0,3,65
160,-10.0,3,65
165,-10.0,3,66
170,-10.0,3,66
175,-10.0,3,65
180,-10.0,3,66
185,-10.0,3,65
190,-10.0,3,66
195,-10.0,3,66
200,-10.0,3,65
205,-10.0,3,66
210,-10.0,3,65
215,-10.0,3,65
220,-10.0,3,65
225,-10.0,3,65
230,-10.0,3,66
235,-10.0,3,65
240,-10.0,3,66
245,-10.0,3,66
250,-10.0,3,66
255,-10.0,3,65
260,-10.0,3,66
265,-10.0,3,65
270,-10.0,3,66
275,-10.0,3,66
280,-10.0,3,65
285,-10.0,3,66
290,-10.0,3,65
295,-10.0,3,65
300,-10.0,3,66
0,-10.0,4,62
5,-10.0,4,62
10,-10.0,4,63
15,-10.0,4,63
20,-10.0,4,63
25,-10.0,4,64
30,-10.0,4,64
35,-10.0,4,64
40,-10.0,4,64
45,-10.0,4,64
50,-10.0,4,64
55,-10.0,4,64
60,-10.0,4,64
65,-10.0,4,64
70,-10.0,4,64
75,-10.0,4,64
80,-10.0,4,64
85,-10.0,4,64
90,-10.0,4,64
95,-10.0,4,64
100,-10.0,4,64
105,-10.0,4,64
110,-10.0,4,64
115,-10.0,4,64
120,-10.0,4,65
125,-10.0,4,64
130,-10.0,4,64
135,-10.0,4,65
140,-10.0,4,64
145,-10.0,4,65
150,-10.0,4,64
155,-10.0,4,64
160,-10.0,4,65
165,-10.0,4,64
170,-10.0,4,64
175,-10.0,4,65
180,-10.0,4,65
185,-10.0,4,65
190,-10.0,4,65
195,-10.0,4,65
200,-10.0,4,64
205,-10.0,4,65
210,-10.0,4,65
215,-10.0,4,65
220,-10.0,4,65
225,-10.0,4,65
230,-10.0,4,65
235,-10.0,4,65
240,-10.0,4,65
245,-10.0,4,65
250,-10.0,4,65
255,-10.0,4,65
260,-10.0,4,65
265,-10.0,4,65
270,-10.0,4,65
275,-10.0,4,65
280,-10.0,4,65
285,-10.0,4,65
290,-10.0,4,65
295,-10.0,4,65
300,-10.0,4,65
0,-11.0,1,60
5,-11.0,1,60
10,-11.0,1,60
15,-11.0,1,61
20,-11.0,1,61
25,-11.0,1,62
30,-11.0,1,62
35,-11.0,1,63
40,-11.0,1,62
45,-11.0,1,63
50,-11.0,1,63
55,-11.0,1,63
60,-11.0,1,63
65,-11.0,1,63
70,-11.0,1,63
75,-11.0,1,63
80,-11.0,1,63
85,-11.0,1,64
90,-11.0,1,64
95,-11.0,1,64
100,-11.0,1,64
105,-11.0,1,64
110,-11.0,1,64
115,-11.0,1,64
120,-11.0,1,64
125,-11.0,1,64
130,-11.0,1,64
135,-11.0,1,64
140,-11.0,1,64
145,-11.0,1,64
150,-11.0,1,65
155,-11.0,1,65
160,-11.0,1,65
165,-11.0,1,65
170,-11.0,1,65
175,-11.0,1,65
180,-11.0,1,65
185,-11.0,1,64
190,-11.0,1,65
195,-11.0,1,65
200,-11.0,1,65
205,-11.0,1,65
210,-11.0,1,65
215,-11.0,1,65
220,-11.0,1,64
225,-11.0,1,65
230,-11.0,1,64
235,-11.0,1,65
240,-11.0,1,65
245,-11.0,1,65
250,-11.0,1,65
255,-11.0,1,65
260,-11.0,1,65
265,-11.0,1,65
270,-11.0,1,64
275,-11.0,1,65
280,-11.0,1,65
285,-11.0,1,65
290,-11.0,1,64
295,-11.0,1,64
300,-11.0,1,64
0,-11.0,2,54
5,-11.0,2,55
10,-11.0,2,56
15,-11.0,2,57
20,-11.0,2,57
25,-11.0,2,58
30,-11.0,2,58
35,-11.0,2,58
40,-11.0,2,59
45,-11.0,2,59
50,-11.0,2,59
55,-11.0,2,59
60,-11.0,2,59
65,-11.0,2,59
70,-11.0,2,59
75,-11.0,2,59
80,-11.0,2,59
85,-11.0,2,60
90,-11.0,2,60
95,-11.0,2,59
100,-11.0,2,60
105,-11.0,2,60
110,-11.0,2,60
115,-11.0,2,60
120,-11.0,2,60
125,-11.0,2,60
130,-11.0,2,60
135,-11.0,2,60
140,-11.0,2,60
145,-11.0,2,61
150,-11.0,2,60
155,-11.0,2,60
160,-11.0,2,60
165,-11.0,2,60
170,-11.0,2,60
175,-11.0,2,60
180,-11.0,2,60
185,-11.0,2,61
190,-11.0,2,60
195,-11.0,2,60
200,-11.0,2,60
205,-11.0,2,60
210,-11.0,2,60
215,-11.0,2,60
220,-11.0,2,60
225,-11.0,2,60
230,-11.0,2,60
235,-11.0,2,61
240,-11.0,2,61
245,-11.0,2,60
250,-11.0,2,60
255,-11.0,2,60
260,-11.0,2,60
265,-11.0,2,60
270,-11.0,2,61
275,-11.0,2,60
280,-11.0,2,60
285,-11.0,2,60
290,-11.0,2,60
295,-11.0,2,60
300,-11.0,2,60
0,-11.0,3,61
5,-11.0,3,62
10,-11.0,3,63
15,-11.0,3,63
20,-11.0,3,64
25,-11.0,3,65
30,-11.0,3,65
35,-11.0,3,65
40,-11.0,3,65
45,-11.0,3,66
50,-11.0,3,66
55,-11.0,3,66
60,-11.0,3,66
65,-11.0,3,67
70,-11.0,3,67
75,-11.0,3,66
80,-11.0,3,67
85,-11.0,3,67
90,-11.0,3,67
95,-11.0,3,67
100,-11.0,3,67
105,-11.0,3,67
110,-11.0,3,67
115,-11.0,3,67
120,-11.0,3,67
125,-11.0,3,68
130,-11.0,3,68
135,-11.0,3,68
140,-11.0,3,68
145,-11.0,3,68
150,-11.0,3,68
155,-11.0,3,68
160,-11.0,3,69
165,-11.0,3,69
170,-11.0,3,68
175,-11.0,3,68
180,-11.0,3,68
185,-11.0,3,68
190,-11.0,3,69
195,-11.0,3,68
200,-11.0,3,69
205,-11.0,3,68
210,-11.0,3,69
215,-11.0,3,68
220,-11.0,3,69
225,-11.0,3,69
230,-11.0,3,69
235,-11.0,3,69
240,-11.0,3,69
245,-11.0,3,69
250,-11.0,3,69
255,-11.0,3,69
260,-11.0,3,69
265,-11.0,3,68
270,-11.0,3,69
275,-11.0,3,69
280,-11.0,3,68
285,-11.0,3,69
290,-11.0,3,69
295,-11.0,3,68
300,-11.0,3,69
0,-11.0,4,59
5,-11.0,4,60
10,-11.0,4,61
15,-11.0,4,62
20,-11.0,4,62
25,-11.0,4,62
30,-11.0,4,63
35,-11.0,4,63
40,-11.0,4,63
45,-11.0,4,63
50,-11.0,4,63
55,-11.0,4,63
60,-11.0,4,63
65,-11.0,4,63
70,-11.0,4,63
75,-11.0,4,63
80,-11.0,4,63
85,-11.0,4,63
90,-11.0,4,63
95,-11.0,4,63
100,-11.0,4,64
105,-11.0,4,63
110,-11.0,4,63
115,-11.0,4,63
120,-11.0,4,64
125,-11.0,4,64
130,-11.0,4,64
135,-11.0,4,64
140,-11.0,4,64
145,-11.0,4,64
150,-11.0,4,64
155,-11.0,4,64
160,-11.0,4,64
165,-11.0,4,64
170,-11.0,4,64
175,-11.0,4,65
180,-11.0,4,65
185,-11.0,4,64
190,-11.0,4,65
195,-11.0,4,64
200,-11.0,4,64
205,-11.0,4,64
210,-11.0,4,65
215,-11.0,4,65
220,-11.0,4,64
225,-11.0,4,64
230,-11.0,4,64
235,-11.0,4,65
240,-11.0,4,64
245,-11.0,4,64
250,-11.0,4,65
255,-11.0,4,65
260,-11.0,4,65
265,-11.0,4,65
270,-11.0,4,65
275,-11.0,4,65
280,-11.0,4,64
285,-11.0,4,64
290,-11.0,4,65
295,-11.0,4,65
300,-11.0,4,64
0,Carbachol-only Control (500 nM),1,58
5,Carbachol-only Control (500 nM),1,59
10,Carbachol-only Control (500 nM),1,60
15,Carbachol-only Control (500 nM),1,60
20,Carbachol-only Control (500 nM),1,61
25,Carbachol-only Control (500 nM),1,61
30,Carbachol-only Control (500 nM),1,61
35,Carbachol-only Control (500 nM),1,62
40,Carbachol-only Control (500 nM),1,62
45,Carbachol-only Control (500 nM),1,63
50,Carbachol-only Control (500 nM),1,63
55,Carbachol-only Control (500 nM),1,63
60,Carbachol-only Control (500 nM),1,63
65,Carbachol-only Control (500 nM),1,63
70,Carbachol-only Control (500 nM),1,63
75,Carbachol-only Control (500 nM),1,63
80,Carbachol-only Control (500 nM),1,63
85,Carbachol-only Control (500 nM),1,63
90,Carbachol-only Control (500 nM),1,63
95,Carbachol-only Control (500 nM),1,63
100,Carbachol-only Control (500 nM),1,63
105,Carbachol-only Control (500 nM),1,63
110,Carbachol-only Control (500 nM),1,64
115,Carbachol-only Control (500 nM),1,63
120,Carbachol-only Control (500 nM),1,64
125,Carbachol-only Control (500 nM),1,64
130,Carbachol-only Control (500 nM),1,64
135,Carbachol-only Control (500 nM),1,64
140,Carbachol-only Control (500 nM),1,64
145,Carbachol-only Control (500 nM),1,64
150,Carbachol-only Control (500 nM),1,64
155,Carbachol-only Control (500 nM),1,64
160,Carbachol-only Control (500 nM),1,64
165,Carbachol-only Control (500 nM),1,64
170,Carbachol-only Control (500 nM),1,64
175,Carbachol-only Control (500 nM),1,64
180,Carbachol-only Control (500 nM),1,64
185,Carbachol-only Control (500 nM),1,64
190,Carbachol-only Control (500 nM),1,64
195,Carbachol-only Control (500 nM),1,64
200,Carbachol-only Control (500 nM),1,64
205,Carbachol-only Control (500 nM),1,65
210,Carbachol-only Control (500 nM),1,64
215,Carbachol-only Control (500 nM),1,64
220,Carbachol-only Control (500 nM),1,64
225,Carbachol-only Control (500 nM),1,64
230,Carbachol-only Control (500 nM),1,64
235,Carbachol-only Control (500 nM),1,64
240,Carbachol-only Control (500 nM),1,64
245,Carbachol-only Control (500 nM),1,64
250,Carbachol-only Control (500 nM),1,64
255,Carbachol-only Control (500 nM),1,64
260,Carbachol-only Control (500 nM),1,64
265,Carbachol-only Control (500 nM),1,64
270,Carbachol-only Control (500 nM),1,64
275,Carbachol-only Control (500 nM),1,64
280,Carbachol-only Control (500 nM),1,64
285,Carbachol-only Control (500 nM),1,64
290,Carbachol-only Control (500 nM),1,64
295,Carbachol-only Control (500 nM),1,64
300,Carbachol-only Control (500 nM),1,64
0,Carbachol-only Control (500 nM),2,56
5,Carbachol-only Control (500 nM),2,57
10,Carbachol-only Control (500 nM),2,58
15,Carbachol-only Control (500 nM),2,58
20,Carbachol-only Control (500 nM),2,59
25,Carbachol-only Control (500 nM),2,59
30,Carbachol-only Control (500 nM),2,60
35,Carbachol-only Control (500 nM),2,59
40,Carbachol-only Control (500 nM),2,60
45,Carbachol-only Control (500 nM),2,60
50,Carbachol-only Control (500 nM),2,60
55,Carbachol-only Control (500 nM),2,60
60,Carbachol-only Control (500 nM),2,60
65,Carbachol-only Control (500 nM),2,60
70,Carbachol-only Control (500 nM),2,60
75,Carbachol-only Control (500 nM),2,60
80,Carbachol-only Control (500 nM),2,60
85,Carbachol-only Control (500 nM),2,60
90,Carbachol-only Control (500 nM),2,60
95,Carbachol-only Control (500 nM),2,60
100,Carbachol-only Control (500 nM),2,60
105,Carbachol-only Control (500 nM),2,60
110,Carbachol-only Control (500 nM),2,60
115,Carbachol-only Control (500 nM),2,60
120,Carbachol-only Control (500 nM),2,61
125,Carbachol-only Control (500 nM),2,61
130,Carbachol-only Control (500 nM),2,60
135,Carbachol-only Control (500 nM),2,60
140,Carbachol-only Control (500 nM),2,60
145,Carbachol-only Control (500 nM),2,61
150,Carbachol-only Control (500 nM),2,61
155,Carbachol-only Control (500 nM),2,61
160,Carbachol-only Control (500 nM),2,61
165,Carbachol-only Control (500 nM),2,61
170,Carbachol-only Control (500 nM),2,61
175,Carbachol-only Control (500 nM),2,61
180,Carbachol-only Control (500 nM),2,61
185,Carbachol-only Control (500 nM),2,61
190,Carbachol-only Control (500 nM),2,61
195,Carbachol-only Control (500 nM),2,61
200,Carbachol-only Control (500 nM),2,61
205,Carbachol-only Control (500 nM),2,61
210,Carbachol-only Control (500 nM),2,61
215,Carbachol-only Control (500 nM),2,61
220,Carbachol-only Control (500 nM),2,61
225,Carbachol-only Control (500 nM),2,61
230,Carbachol-only Control (500 nM),2,61
235,Carbachol-only Control (500 nM),2,61
240,Carbachol-only Control (500 nM),2,61
245,Carbachol-only Control (500 nM),2,61
250,Carbachol-only Control (500 nM),2,61
255,Carbachol-only Control (500 nM),2,62
260,Carbachol-only Control (500 nM),2,61
265,Carbachol-only Control (500 nM),2,62
270,Carbachol-only Control (500 nM),2,61
275,Carbachol-only Control (500 nM),2,61
280,Carbachol-only Control (500 nM),2,61
285,Carbachol-only Control (500 nM),2,61
290,Carbachol-only Control (500 nM),2,61
295,Carbachol-only Control (500 nM),2,61
300,Carbachol-only Control (500 nM),2,61
0,Carbachol-only Control (500 nM),3,59
5,Carbachol-only Control (500 nM),3,60
10,Carbachol-only Control (500 nM),3,62
15,Carbachol-only Control (500 nM),3,62
20,Carbachol-only Control (500 nM),3,62
25,Carbachol-only Control (500 nM),3,63
30,Carbachol-only Control (500 nM),3,63
35,Carbachol-only Control (500 nM),3,63
40,Carbachol-only Control (500 nM),3,63
45,Carbachol-only Control (500 nM),3,64
50,Carbachol-only Control (500 nM),3,64
55,Carbachol-only Control (500 nM),3,64
60,Carbachol-only Control (500 nM),3,64
65,Carbachol-only Control (500 nM),3,64
70,Carbachol-only Control (500 nM),3,64
75,Carbachol-only Control (500 nM),3,65
80,Carbachol-only Control (500 nM),3,64
85,Carbachol-only Control (500 nM),3,65
90,Carbachol-only Control (500 nM),3,65
95,Carbachol-only Control (500 nM),3,65
100,Carbachol-only Control (500 nM),3,65
105,Carbachol-only Control (500 nM),3,65
110,Carbachol-only Control (500 nM),3,65
115,Carbachol-only Control (500 nM),3,65
120,Carbachol-only Control (500 nM),3,65
125,Carbachol-only Control (500 nM),3,65
130,Carbachol-only Control (500 nM),3,65
135,Carbachol-only Control (500 nM),3,65
140,Carbachol-only Control (500 nM),3,65
145,Carbachol-only Control (500 nM),3,65
150,Carbachol-only Control (500 nM),3,65
155,Carbachol-only Control (500 nM),3,66
160,Carbachol-only Control (500 nM),3,65
165,Carbachol-only Control (500 nM),3,66
170,Carbachol-only Control (500 nM),3,65
175,Carbachol-only Control (500 nM),3,66
180,Carbachol-only Control (500 nM),3,65
185,Carbachol-only Control (500 nM),3,65
190,Carbachol-only Control (500 nM),3,65
195,Carbachol-only Control (500 nM),3,66
200,Carbachol-only Control (500 nM),3,66
205,Carbachol-only Control (500 nM),3,66
210,Carbachol-only Control (500 nM),3,66
215,Carbachol-only Control (500 nM),3,66
220,Carbachol-only Control (500 nM),3,66
225,Carbachol-only Control (500 nM),3,66
230,Carbachol-only Control (500 nM),3,66
235,Carbachol-only Control (500 nM),3,66
240,Carbachol-only Control (500 nM),3,66
245,Carbachol-only Control (500 nM),3,66
250,Carbachol-only Control (500 nM),3,66
255,Carbachol-only Control (500 nM),3,66
260,Carbachol-only Control (500 nM),3,66
265,Carbachol-only Control (500 nM),3,66
270,Carbachol-only Control (500 nM),3,66
275,Carbachol-only Control (500 nM),3,66
280,Carbachol-only Control (500 nM),3,66
285,Carbachol-only Control (500 nM),3,66
290,Carbachol-only Control (500 nM),3,66
295,Carbachol-only Control (500 nM),3,67
300,Carbachol-only Control (500 nM),3,66
0,Carbachol-only Control (500 nM),4,59
5,Carbachol-only Control (500 nM),4,60
10,Carbachol-only Control (500 nM),4,60
15,Carbachol-only Control (500 nM),4,61
20,Carbachol-only Control (500 nM),4,62
25,Carbachol-only Control (500 nM),4,62
30,Carbachol-only Control (500 nM),4,62
35,Carbachol-only Control (500 nM),4,62
40,Carbachol-only Control (500 nM),4,62
45,Carbachol-only Control (500 nM),4,63
50,Carbachol-only Control (500 nM),4,62
55,Carbachol-only Control (500 nM),4,62
60,Carbachol-only Control (500 nM),4,63
65,Carbachol-only Control (500 nM),4,63
70,Carbachol-only Control (500 nM),4,63
75,Carbachol-only Control (500 nM),4,62
80,Carbachol-only Control (500 nM),4,62
85,Carbachol-only Control (500 nM),4,62
90,Carbachol-only Control (500 nM),4,63
95,Carbachol-only Control (500 nM),4,63
100,Carbachol-only Control (500 nM),4,63
105,Carbachol-only Control (500 nM),4,62
110,Carbachol-only Control (500 nM),4,63
115,Carbachol-only Control (500 nM),4,63
120,Carbachol-only Control (500 nM),4,62
125,Carbachol-only Control (500 nM),4,63
130,Carbachol-only Control (500 nM),4,63
135,Carbachol-only Control (500 nM),4,63
140,Carbachol-only Control (500 nM),4,63
145,Carbachol-only Control (500 nM),4,63
150,Carbachol-only Control (500 nM),4,64
155,Carbachol-only Control (500 nM),4,63
160,Carbachol-only Control (500 nM),4,63
165,Carbachol-only Control (500 nM),4,63
170,Carbachol-only Control (500 nM),4,63
175,Carbachol-only Control (500 nM),4,63
180,Carbachol-only Control (500 nM),4,63
185,Carbachol-only Control (500 nM),4,63
190,Carbachol-only Control (500 nM),4,63
195,Carbachol-only Control (500 nM),4,64
200,Carbachol-only Control (500 nM),4,63
205,Carbachol-only Control (500 nM),4,63
210,Carbachol-only Control (500 nM),4,64
215,Carbachol-only Control (500 nM),4,63
220,Carbachol-only Control (500 nM),4,64
225,Carbachol-only Control (500 nM),4,63
230,Carbachol-only Control (500 nM),4,64
235,Carbachol-only Control (500 nM),4,64
240,Carbachol-only Control (500 nM),4,63
245,Carbachol-only Control (500 nM),4,63
250,Carbachol-only Control (500 nM),4,63
255,Carbachol-only Control (500 nM),4,64
260,Carbachol-only Control (500 nM),4,64
265,Carbachol-only Control (500 nM),4,64
270,Carbachol-only Control (500 nM),4,63
275,Carbachol-only Control (500 nM),4,63
280,Carbachol-only Control (500 nM),4,64
285,Carbachol-only Control (500 nM),4,64
290,Carbachol-only Control (500 nM),4,64
295,Carbachol-only Control (500 nM),4,64
300,Carbachol-only Control (500 nM),4,64
