Time (s),PAC-3310 Concentration (log M),Replicate,Fluorescence (RFU)
90,-6.0,3,64
95,-6.0,3,64
100,-6.0,3,64
105,-6.0,3,64
110,-6.0,3,64
115,-6.0,3,63
120,-6.0,3,63
125,-6.0,3,63
130,-6.0,3,63
135,-6.0,3,63
140,-6.0,3,62
145,-6.0,3,62
150,-6.0,3,62
155,-6.0,3,61
160,-6.0,3,61
165,-6.0,3,61
170,-6.0,3,61
175,-6.0,3,61
180,-6.0,3,60
185,-6.0,3,60
190,-6.0,3,60
195,-6.0,3,59
200,-6.0,3,59
205,-6.0,3,59
210,-6.0,3,59
215,-6.0,3,59
220,-6.0,3,58
225,-6.0,3,58
230,-6.0,3,58
235,-6.0,3,58
240,-6.0,3,57
245,-6.0,3,58
250,-6.0,3,57
255,-6.0,3,57
260,-6.0,3,57
265,-6.0,3,57
270,-6.0,3,57
275,-6.0,3,56
280,-6.0,3,56
285,-6.0,3,56
290,-6.0,3,56
295,-6.0,3,56
300,-6.0,3,56
0,-6.0,4,57
5,-6.0,4,59
10,-6.0,4,60
15,-6.0,4,61
20,-6.0,4,62
25,-6.0,4,62
30,-6.0,4,63
35,-6.0,4,64
40,-6.0,4,64
45,-6.0,4,64
50,-6.0,4,65
55,-6.0,4,65
60,-6.0,4,65
65,-6.0,4,65
70,-6.0,4,65
75,-6.0,4,65
80,-6.0,4,65
85,-6.0,4,65
90,-6.0,4,65
95,-6.0,4,65
100,-6.0,4,65
105,-6.0,4,64
110,-6.0,4,64
115,-6.0,4,64
120,-6.0,4,64
125,-6.0,4,63
130,-6.0,4,63
135,-6.0,4,63
140,-6.0,4,63
145,-6.0,4,62
150,-6.0,4,62
155,-6.0,4,62
160,-6.0,4,62
165,-6.0,4,62
170,-6.0,4,62
175,-6.0,4,61
180,-6.0,4,61
185,-6.0,4,61
190,-6.0,4,61
195,-6.0,4,61
200,-6.0,4,60
205,-6.0,4,60
210,-6.0,4,59
215,-6.0,4,59
220,-6.0,4,59
225,-6.0,4,59
230,-6.0,4,59
235,-6.0,4,59
240,-6.0,4,58
245,-6.0,4,58
250,-6.0,4,58
255,-6.0,4,58
260,-6.0,4,58
265,-6.0,4,57
270,-6.0,4,57
275,-6.0,4,57
280,-6.0,4,57
285,-6.0,4,57
290,-6.0,4,57
295,-6.0,4,57
300,-6.0,4,57
0,-7.0,1,54
5,-7.0,1,55
10,-7.0,1,56
15,-7.0,1,57
20,-7.0,1,57
25,-7.0,1,57
30,-7.0,1,58
35,-7.0,1,58
40,-7.0,1,58
45,-7.0,1,58
50,-7.0,1,58
55,-7.0,1,57
60,-7.0,1,57
65,-7.0,1,58
70,-7.0,1,57
75,-7.0,1,57
80,-7.0,1,57
85,-7.0,1,57
90,-7.0,1,56
95,-7.0,1,57
100,-7.0,1,56
105,-7.0,1,56
110,-7.0,1,55
115,-7.0,1,56
120,-7.0,1,55
125,-7.0,1,55
130,-7.0,1,55
135,-7.0,1,54
140,-7.0,1,54
145,-7.0,1,54
150,-7.0,1,54
155,-7.0,1,54
160,-7.0,1,54
165,-7.0,1,54
170,-7.0,1,53
175,-7.0,1,53
180,-7.0,1,53
185,-7.0,1,53
190,-7.0,1,53
195,-7.0,1,52
200,-7.0,1,53
205,-7.0,1,53
210,-7.0,1,53
215,-7.0,1,52
220,-7.0,1,52
225,-7.0,1,52
230,-7.0,1,52
235,-7.0,1,52
240,-7.0,1,52
245,-7.0,1,52
250,-7.0,1,52
255,-7.0,1,51
260,-7.0,1,51
265,-7.0,1,52
270,-7.0,1,51
275,-7.0,1,51
280,-7.0,1,51
285,-7.0,1,51
290,-7.0,1,51
295,-7.0,1,51
300,-7.0,1,51
0,-7.0,2,59
5,-7.0,2,60
10,-7.0,2,61
15,-7.0,2,63
20,-7.0,2,63
25,-7.0,2,64
30,-7.0,2,65
35,-7.0,2,65
40,-7.0,2,66
45,-7.0,2,66
50,-7.0,2,66
55,-7.0,2,67
60,-7.0,2,66
65,-7.0,2,66
70,-7.0,2,67
75,-7.0,2,67
80,-7.0,2,66
85,-7.0,2,66
90,-7.0,2,66
95,-7.0,2,66
100,-7.0,2,65
105,-7.0,2,65
110,-7.0,2,64
115,-7.0,2,64
120,-7.0,2,64
125,-7.0,2,64
130,-7.0,2,63
135,-7.0,2,63
140,-7.0,2,63
145,-7.0,2,63
150,-7.0,2,62
155,-7.0,2,62
160,-7.0,2,62
165,-7.0,2,62
170,-7.0,2,61
175,-7.0,2,61
180,-7.0,2,61
185,-7.0,2,61
190,-7.0,2,60
195,-7.0,2,60
200,-7.0,2,59
205,-7.0,2,59
210,-7.0,2,59
215,-7.0,2,59
220,-7.0,2,59
225,-7.0,2,58
230,-7.0,2,58
235,-7.0,2,58
240,-7.0,2,58
245,-7.0,2,58
250,-7.0,2,58
255,-7.0,2,58
260,-7.0,2,57
265,-7.0,2,57
270,-7.0,2,57
275,-7.0,2,57
280,-7.0,2,57
285,-7.0,2,57
290,-7.0,2,56
295,-7.0,2,56
300,-7.0,2,56
0,-7.0,3,59
5,-7.0,3,60
10,-7.0,3,62
15,-7.0,3,63
20,-7.0,3,63
25,-7.0,3,64
30,-7.0,3,64
35,-7.0,3,64
40,-7.0,3,65
45,-7.0,3,65
50,-7.0,3,65
55,-7.0,3,65
60,-7.0,3,65
65,-7.0,3,65
70,-7.0,3,65
75,-7.0,3,64
80,-7.0,3,64
85,-7.0,3,64
90,-7.0,3,64
95,-7.0,3,64
100,-7.0,3,63
105,-7.0,3,63
110,-7.0,3,63
115,-7.0,3,62
120,-7.0,3,63
125,-7.0,3,62
130,-7.0,3,62
135,-7.0,3,62
140,-7.0,3,61
145,-7.0,3,61
150,-7.0,3,61
155,-7.0,3,60
160,-7.0,3,60
165,-7.0,3,59
170,-7.0,3,59
175,-7.0,3,59
180,-7.0,3,59
185,-7.0,3,59
190,-7.0,3,59
195,-7.0,3,58
200,-7.0,3,58
205,-7.0,3,58
210,-7.0,3,57
215,-7.0,3,57
220,-7.0,3,57
225,-7.0,3,57
230,-7.0,3,56
235,-7.0,3,56
240,-7.0,3,56
245,-7.0,3,56
250,-7.0,3,56
255,-7.0,3,56
260,-7.0,3,56
265,-7.0,3,55
270,-7.0,3,55
275,-7.0,3,55
280,-7.0,3,55
285,-7.0,3,55
290,-7.0,3,55
295,-7.0,3,55
300,-7.0,3,55
0,-7.0,4,56
5,-7.0,4,58
10,-7.0,4,59
15,-7.0,4,59
20,-7.0,4,60
25,-7.0,4,61
30,-7.0,4,61
35,-7.0,4,61
40,-7.0,4,62
45,-7.0,4,62
50,-7.0,4,62
55,-7.0,4,63
60,-7.0,4,63
65,-7.0,4,63
70,-7.0,4,63
75,-7.0,4,63
80,-7.0,4,63
85,-7.0,4,63
90,-7.0,4,63
95,-7.0,4,63
100,-7.0,4,63
105,-7.0,4,63
110,-7.0,4,62
115,-7.0,4,62
120,-7.0,4,62
125,-7.0,4,62
130,-7.0,4,62
135,-7.0,4,62
140,-7.0,4,61
145,-7.0,4,61
150,-7.0,4,61
155,-7.0,4,61
160,-7.0,4,61
165,-7.0,4,60
170,-7.0,4,61
175,-7.0,4,60
180,-7.0,4,60
185,-7.0,4,60
190,-7.0,4,60
195,-7.0,4,59
200,-7.0,4,59
205,-7.0,4,59
210,-7.0,4,59
215,-7.0,4,59
220,-7.0,4,59
225,-7.0,4,58
230,-7.0,4,58
235,-7.0,4,58
240,-7.0,4,58
245,-7.0,4,58
250,-7.0,4,57
255,-7.0,4,57
260,-7.0,4,57
265,-7.0,4,57
270,-7.0,4,57
275,-7.0,4,57
280,-7.0,4,56
285,-7.0,4,57
290,-7.0,4,56
295,-7.0,4,56
300,-7.0,4,56
0,-8.0,1,56
5,-8.0,1,57
10,-8.0,1,58
15,-8.0,1,59
20,-8.0,1,60
25,-8.0,1,60
30,-8.0,1,61
35,-8.0,1,62
40,-8.0,1,62
45,-8.0,1,62
50,-8.0,1,62
55,-8.0,1,62
60,-8.0,1,61
65,-8.0,1,61
70,-8.0,1,61
75,-8.0,1,60
80,-8.0,1,60
85,-8.0,1,60
90,-8.0,1,59
95,-8.0,1,59
100,-8.0,1,58
105,-8.0,1,58
110,-8.0,1,57
115,-8.0,1,57
120,-8.0,1,56
125,-8.0,1,57
130,-8.0,1,56
135,-8.0,1,56
140,-8.0,1,56
145,-8.0,1,55
150,-8.0,1,55
155,-8.0,1,55
160,-8.0,1,55
165,-8.0,1,55
170,-8.0,1,54
175,-8.0,1,54
180,-8.0,1,54
185,-8.0,1,54
190,-8.0,1,53
195,-8.0,1,53
200,-8.0,1,53
205,-8.0,1,53
210,-8.0,1,53
215,-8.0,1,53
220,-8.0,1,53
225,-8.0,1,53
230,-8.0,1,53
235,-8.0,1,52
240,-8.0,1,52
245,-8.0,1,52
250,-8.0,1,52
255,-8.0,1,52
260,-8.0,1,52
265,-8.0,1,52
270,-8.0,1,52
275,-8.0,1,52
280,-8.0,1,52
285,-8.0,1,52
290,-8.0,1,52
295,-8.0,1,52
300,-8.0,1,52
0,-8.0,2,59
5,-8.0,2,60
10,-8.0,2,61
15,-8.0,2,61
20,-8.0,2,62
25,-8.0,2,63
30,-8.0,2,63
35,-8.0,2,63
40,-8.0,2,64
45,-8.0,2,64
50,-8.0,2,64
55,-8.0,2,64
60,-8.0,2,64
65,-8.0,2,64
70,-8.0,2,64
75,-8.0,2,64
80,-8.0,2,64
85,-8.0,2,64
90,-8.0,2,64
95,-8.0,2,63
100,-8.0,2,63
105,-8.0,2,63
110,-8.0,2,62
115,-8.0,2,62
120,-8.0,2,62
125,-8.0,2,62
130,-8.0,2,62
135,-8.0,2,61
140,-8.0,2,61
145,-8.0,2,61
150,-8.0,2,61
155,-8.0,2,60
160,-8.0,2,60
165,-8.0,2,60
170,-8.0,2,60
175,-8.0,2,59
180,-8.0,2,59
185,-8.0,2,59
190,-8.0,2,59
195,-8.0,2,58
200,-8.0,2,59
205,-8.0,2,58
210,-8.0,2,58
215,-8.0,2,58
220,-8.0,2,57
225,-8.0,2,57
230,-8.0,2,57
235,-8.0,2,57
240,-8.0,2,57
245,-8.0,2,57
250,-8.0,2,56
255,-8.0,2,57
260,-8.0,2,56
265,-8.0,2,56
270,-8.0,2,56
275,-8.0,2,56
280,-8.0,2,56
285,-8.0,2,56
290,-8.0,2,55
295,-8.0,2,55
300,-8.0,2,55
0,-8.0,3,59
5,-8.0,3,60
10,-8.0,3,61
15,-8.0,3,62
20,-8.0,3,62
25,-8.0,3,63
30,-8.0,3,63
35,-8.0,3,64
40,-8.0,3,64
45,-8.0,3,64
50,-8.0,3,65
55,-8.0,3,65
60,-8.0,3,64
65,-8.0,3,65
70,-8.0,3,64
75,-8.0,3,64
80,-8.0,3,64
85,-8.0,3,64
90,-8.0,3,64
95,-8.0,3,64
100,-8.0,3,63
105,-8.0,3,63
110,-8.0,3,63
115,-8.0,3,63
120,-8.0,3,62
125,-8.0,3,62
130,-8.0,3,62
135,-8.0,3,62
140,-8.0,3,62
145,-8.0,3,61
150,-8.0,3,61
155,-8.0,3,61
160,-8.0,3,60
165,-8.0,3,60
170,-8.0,3,60
175,-8.0,3,60
180,-8.0,3,59
185,-8.0,3,59
190,-8.0,3,59
195,-8.0,3,59
200,-8.0,3,59
205,-8.0,3,58
210,-8.0,3,58
215,-8.0,3,57
220,-8.0,3,57
225,-8.0,3,57
230,-8.0,3,57
235,-8.0,3,56
240,-8.0,3,56
245,-8.0,3,56
250,-8.0,3,56
255,-8.0,3,56
260,-8.0,3,56
265,-8.0,3,55
270,-8.0,3,56
275,-8.0,3,55
280,-8.0,3,55
285,-8.0,3,55
290,-8.0,3,55
295,-8.0,3,55
300,-8.0,3,55
0,-8.0,4,57
5,-8.0,4,58
10,-8.0,4,59
15,-8.0,4,60
20,-8.0,4,61
25,-8.0,4,62
30,-8.0,4,62
35,-8.0,4,63
40,-8.0,4,63
45,-8.0,4,64
50,-8.0,4,64
55,-8.0,4,64
60,-8.0,4,64
65,-8.0,4,64
70,-8.0,4,64
75,-8.0,4,64
80,-8.0,4,64
85,-8.0,4,64
90,-8.0,4,64
95,-8.0,4,64
100,-8.0,4,64
105,-8.0,4,64
110,-8.0,4,63
115,-8.0,4,63
120,-8.0,4,63
125,-8.0,4,63
130,-8.0,4,63
135,-8.0,4,62
140,-8.0,4,62
145,-8.0,4,62
150,-8.0,4,61
155,-8.0,4,62
160,-8.0,4,61
165,-8.0,4,61
170,-8.0,4,61
175,-8.0,4,61
180,-8.0,4,60
185,-8.0,4,60
190,-8.0,4,60
195,-8.0,4,60
200,-8.0,4,59
205,-8.0,4,59
210,-8.0,4,59
215,-8.0,4,59
220,-8.0,4,59
225,-8.0,4,58
230,-8.0,4,58
235,-8.0,4,58
240,-8.0,4,58
245,-8.0,4,57
250,-8.0,4,57
255,-8.0,4,57
260,-8.0,4,57
265,-8.0,4,57
270,-8.0,4,57
275,-8.0,4,57
280,-8.0,4,57
285,-8.0,4,56
290,-8.0,4,56
295,-8.0,4,56
300,-8.0,4,56
0,-9.0,1,52
5,-9.0,1,53
10,-9.0,1,54
15,-9.0,1,54
20,-9.0,1,55
25,-9.0,1,56
30,-9.0,1,56
35,-9.0,1,56
40,-9.0,1,56
45,-9.0,1,56
50,-9.0,1,56
55,-9.0,1,56
60,-9.0,1,56
65,-9.0,1,55
70,-9.0,1,55
75,-9.0,1,55
80,-9.0,1,55
85,-9.0,1,55
90,-9.0,1,55
95,-9.0,1,55
100,-9.0,1,54
105,-9.0,1,54
110,-9.0,1,54
115,-9.0,1,53
120,-9.0,1,53
125,-9.0,1,53
130,-9.0,1,53
135,-9.0,1,53
140,-9.0,1,53
145,-9.0,1,52
150,-9.0,1,52
155,-9.0,1,52
160,-9.0,1,52
165,-9.0,1,52
170,-9.0,1,52
175,-9.0,1,52
180,-9.0,1,52
185,-9.0,1,52
190,-9.0,1,51
195,-9.0,1,51
200,-9.0,1,51
205,-9.0,1,51
210,-9.0,1,51
215,-9.0,1,51
220,-9.0,1,51
225,-9.0,1,51
230,-9.0,1,51
235,-9.0,1,50
240,-9.0,1,50
245,-9.0,1,50
250,-9.0,1,51
255,-9.0,1,50
260,-9.0,1,50
265,-9.0,1,50
270,-9.0,1,50
275,-9.0,1,50
280,-9.0,1,50
285,-9.0,1,50
290,-9.0,1,51
295,-9.0,1,50
300,-9.0,1,50
0,-9.0,2,59
5,-9.0,2,59
10,-9.0,2,61
15,-9.0,2,61
20,-9.0,2,63
25,-9.0,2,63
30,-9.0,2,63
35,-9.0,2,64
40,-9.0,2,64
45,-9.0,2,64
50,-9.0,2,64
55,-9.0,2,64
60,-9.0,2,64
65,-9.0,2,64
70,-9.0,2,64
75,-9.0,2,64
80,-9.0,2,63
85,-9.0,2,63
90,-9.0,2,63
95,-9.0,2,63
100,-9.0,2,63
105,-9.0,2,63
110,-9.0,2,62
115,-9.0,2,62
120,-9.0,2,62
125,-9.0,2,62
130,-9.0,2,61
135,-9.0,2,61
140,-9.0,2,61
145,-9.0,2,61
150,-9.0,2,60
155,-9.0,2,60
160,-9.0,2,60
165,-9.0,2,60
170,-9.0,2,60
175,-9.0,2,59
180,-9.0,2,59
185,-9.0,2,59
190,-9.0,2,58
195,-9.0,2,58
200,-9.0,2,58
205,-9.0,2,59
210,-9.0,2,58
215,-9.0,2,58
220,-9.0,2,58
225,-9.0,2,57
230,-9.0,2,57
235,-9.0,2,57
240,-9.0,2,57
245,-9.0,2,57
250,-9.0,2,56
255,-9.0,2,56
260,-9.0,2,56
265,-9.0,2,56
270,-9.0,2,55
275,-9.0,2,56
280,-9.0,2,56
285,-9.0,2,55
290,-9.0,2,55
295,-9.0,2,55
300,-9.0,2,55
0,-9.0,3,58
5,-9.0,3,58
10,-9.0,3,59
15,-9.0,3,60
20,-9.0,3,61
25,-9.0,3,61
30,-9.0,3,62
35,-9.0,3,62
40,-9.0,3,62
45,-9.0,3,63
50,-9.0,3,63
55,-9.0,3,63
60,-9.0,3,63
65,-9.0,3,63
70,-9.0,3,63
75,-9.0,3,63
80,-9.0,3,63
85,-9.0,3,62
90,-9.0,3,62
95,-9.0,3,62
100,-9.0,3,62
105,-9.0,3,62
110,-9.0,3,62
115,-9.0,3,61
120,-9.0,3,61
125,-9.0,3,61
130,-9.0,3,60
135,-9.0,3,60
140,-9.0,3,60
145,-9.0,3,60
150,-9.0,3,59
155,-9.0,3,59
160,-9.0,3,59
165,-9.0,3,59
170,-9.0,3,58
175,-9.0,3,58
180,-9.0,3,58
185,-9.0,3,57
190,-9.0,3,57
195,-9.0,3,57
200,-9.0,3,57
205,-9.0,3,57
210,-9.0,3,56
215,-9.0,3,56
220,-9.0,3,56
225,-9.0,3,56
230,-9.0,3,56
235,-9.0,3,55
240,-9.0,3,55
245,-9.0,3,55
250,-9.0,3,55
255,-9.0,3,55
260,-9.0,3,54
265,-9.0,3,54
270,-9.0,3,54
275,-9.0,3,54
280,-9.0,3,53
285,-9.0,3,54
290,-9.0,3,53
295,-9.0,3,53
300,-9.0,3,53
0,-9.0,4,58
5,-9.0,4,59
10,-9.0,4,60
15,-9.0,4,61
20,-9.0,4,61
25,-9.0,4,62
30,-9.0,4,63
35,-9.0,4,63
40,-9.0,4,64
45,-9.0,4,64
50,-9.0,4,64
55,-9.0,4,64
60,-9.0,4,64
65,-9.0,4,65
70,-9.0,4,64
75,-9.0,4,64
80,-9.0,4,64
85,-9.0,4,64
90,-9.0,4,64
95,-9.0,4,64
100,-9.0,4,64
105,-9.0,4,64
110,-9.0,4,63
115,-9.0,4,63
120,-9.0,4,63
125,-9.0,4,62
130,-9.0,4,63
135,-9.0,4,62
140,-9.0,4,62
145,-9.0,4,62
150,-9.0,4,62
155,-9.0,4,62
160,-9.0,4,61
165,-9.0,4,61
170,-9.0,4,61
175,-9.0,4,61
180,-9.0,4,61
185,-9.0,4,60
190,-9.0,4,60
195,-9.0,4,60
200,-9.0,4,60
205,-9.0,4,60
210,-9.0,4,59
215,-9.0,4,59
220,-9.0,4,59
225,-9.0,4,59
230,-9.0,4,58
235,-9.0,4,58
240,-9.0,4,58
245,-9.0,4,58
250,-9.0,4,58
255,-9.0,4,57
260,-9.0,4,57
265,-9.0,4,57
270,-9.0,4,57
275,-9.0,4,57
280,-9.0,4,57
285,-9.0,4,56
290,-9.0,4,57
295,-9.0,4,56
300,-9.0,4,57
0,-10.0,1,52
5,-10.0,1,52
10,-10.0,1,53
15,-10.0,1,53
20,-10.0,1,54
25,-10.0,1,55
30,-10.0,1,54
35,-10.0,1,55
40,-10.0,1,55
45,-10.0,1,55
50,-10.0,1,55
55,-10.0,1,55
60,-10.0,1,55
65,-10.0,1,55
70,-10.0,1,55
75,-10.0,1,54
80,-10.0,1,54
85,-10.0,1,54
90,-10.0,1,54
95,-10.0,1,54
100,-10.0,1,54
105,-10.0,1,53
110,-10.0,1,53
115,-10.0,1,53
120,-10.0,1,53
125,-10.0,1,53
130,-10.0,1,53
135,-10.0,1,53
140,-10.0,1,53
145,-10.0,1,52
150,-10.0,1,52
155,-10.0,1,52
160,-10.0,1,52
165,-10.0,1,52
170,-10.0,1,52
175,-10.0,1,51
180,-10.0,1,51
185,-10.0,1,51
190,-10.0,1,51
195,-10.0,1,51
200,-10.0,1,51
205,-10.0,1,51
210,-10.0,1,51
215,-10.0,1,50
220,-10.0,1,51
