Time (s),PAC-3310 Concentration (log M),Replicate,Fluorescence (RFU)
145,-6.0,3,49
150,-6.0,3,50
155,-6.0,3,50
160,-6.0,3,49
165,-6.0,3,50
170,-6.0,3,49
175,-6.0,3,50
180,-6.0,3,49
185,-6.0,3,50
190,-6.0,3,50
195,-6.0,3,50
200,-6.0,3,50
205,-6.0,3,49
210,-6.0,3,50
215,-6.0,3,50
220,-6.0,3,50
225,-6.0,3,50
230,-6.0,3,50
235,-6.0,3,50
240,-6.0,3,50
245,-6.0,3,50
250,-6.0,3,50
255,-6.0,3,50
260,-6.0,3,50
265,-6.0,3,50
270,-6.0,3,49
275,-6.0,3,50
280,-6.0,3,49
285,-6.0,3,50
290,-6.0,3,50
295,-6.0,3,50
300,-6.0,3,50
0,-6.0,4,48
5,-6.0,4,50
10,-6.0,4,50
15,-6.0,4,50
20,-6.0,4,50
25,-6.0,4,50
30,-6.0,4,50
35,-6.0,4,50
40,-6.0,4,50
45,-6.0,4,50
50,-6.0,4,50
55,-6.0,4,50
60,-6.0,4,50
65,-6.0,4,50
70,-6.0,4,49
75,-6.0,4,50
80,-6.0,4,50
85,-6.0,4,50
90,-6.0,4,50
95,-6.0,4,50
100,-6.0,4,50
105,-6.0,4,50
110,-6.0,4,50
115,-6.0,4,50
120,-6.0,4,50
125,-6.0,4,50
130,-6.0,4,50
135,-6.0,4,50
140,-6.0,4,50
145,-6.0,4,50
150,-6.0,4,50
155,-6.0,4,50
160,-6.0,4,50
165,-6.0,4,50
170,-6.0,4,50
175,-6.0,4,50
180,-6.0,4,50
185,-6.0,4,50
190,-6.0,4,50
195,-6.0,4,50
200,-6.0,4,50
205,-6.0,4,50
210,-6.0,4,50
215,-6.0,4,51
220,-6.0,4,50
225,-6.0,4,51
230,-6.0,4,50
235,-6.0,4,50
240,-6.0,4,51
245,-6.0,4,50
250,-6.0,4,50
255,-6.0,4,51
260,-6.0,4,51
265,-6.0,4,50
270,-6.0,4,50
275,-6.0,4,51
280,-6.0,4,51
285,-6.0,4,51
290,-6.0,4,51
295,-6.0,4,50
300,-6.0,4,50
0,-7.0,1,46
6,-7.0,1,47
12,-7.0,1,48
18,-7.0,1,47
24,-7.0,1,47
30,-7.0,1,47
36,-7.0,1,47
42,-7.0,1,47
48,-7.0,1,48
54,-7.0,1,47
60,-7.0,1,47
66,-7.0,1,47
72,-7.0,1,48
78,-7.0,1,48
84,-7.0,1,48
90,-7.0,1,47
96,-7.0,1,47
102,-7.0,1,48
108,-7.0,1,48
114,-7.0,1,48
120,-7.0,1,48
126,-7.0,1,48
132,-7.0,1,47
138,-7.0,1,48
144,-7.0,1,48
150,-7.0,1,48
156,-7.0,1,48
162,-7.0,1,48
168,-7.0,1,48
174,-7.0,1,48
180,-7.0,1,48
186,-7.0,1,48
192,-7.0,1,48
198,-7.0,1,48
204,-7.0,1,48
210,-7.0,1,48
216,-7.0,1,48
222,-7.0,1,48
228,-7.0,1,48
234,-7.0,1,48
240,-7.0,1,48
246,-7.0,1,48
252,-7.0,1,48
258,-7.0,1,48
264,-7.0,1,48
270,-7.0,1,48
276,-7.0,1,48
282,-7.0,1,48
288,-7.0,1,48
294,-7.0,1,48
300,-7.0,1,48
0,-7.0,2,50
5,-7.0,2,50
10,-7.0,2,51
15,-7.0,2,51
20,-7.0,2,51
25,-7.0,2,51
30,-7.0,2,51
35,-7.0,2,51
40,-7.0,2,51
45,-7.0,2,51
50,-7.0,2,51
55,-7.0,2,51
60,-7.0,2,51
65,-7.0,2,51
70,-7.0,2,51
75,-7.0,2,52
80,-7.0,2,51
85,-7.0,2,51
90,-7.0,2,51
95,-7.0,2,51
100,-7.0,2,52
105,-7.0,2,51
110,-7.0,2,51
115,-7.0,2,51
120,-7.0,2,52
125,-7.0,2,52
130,-7.0,2,51
135,-7.0,2,51
140,-7.0,2,51
145,-7.0,2,52
150,-7.0,2,51
155,-7.0,2,52
160,-7.0,2,51
165,-7.0,2,51
170,-7.0,2,52
175,-7.0,2,51
180,-7.0,2,52
185,-7.0,2,52
190,-7.0,2,52
195,-7.0,2,52
200,-7.0,2,52
205,-7.0,2,52
210,-7.0,2,51
215,-7.0,2,52
220,-7.0,2,52
225,-7.0,2,51
230,-7.0,2,52
235,-7.0,2,52
240,-7.0,2,52
245,-7.0,2,52
250,-7.0,2,52
255,-7.0,2,52
260,-7.0,2,52
265,-7.0,2,52
270,-7.0,2,52
275,-7.0,2,52
280,-7.0,2,52
285,-7.0,2,52
290,-7.0,2,52
295,-7.0,2,53
300,-7.0,2,53
0,-7.0,3,48
5,-7.0,3,48
10,-7.0,3,48
15,-7.0,3,48
20,-7.0,3,49
25,-7.0,3,49
30,-7.0,3,49
35,-7.0,3,48
40,-7.0,3,48
45,-7.0,3,49
50,-7.0,3,49
55,-7.0,3,48
60,-7.0,3,48
65,-7.0,3,49
70,-7.0,3,48
75,-7.0,3,48
80,-7.0,3,49
85,-7.0,3,49
90,-7.0,3,48
95,-7.0,3,49
100,-7.0,3,49
105,-7.0,3,48
110,-7.0,3,49
115,-7.0,3,49
120,-7.0,3,49
125,-7.0,3,49
130,-7.0,3,49
135,-7.0,3,49
140,-7.0,3,49
145,-7.0,3,49
150,-7.0,3,49
155,-7.0,3,49
160,-7.0,3,49
165,-7.0,3,49
170,-7.0,3,49
175,-7.0,3,49
180,-7.0,3,49
185,-7.0,3,49
190,-7.0,3,49
195,-7.0,3,49
200,-7.0,3,49
205,-7.0,3,49
210,-7.0,3,49
215,-7.0,3,49
220,-7.0,3,49
225,-7.0,3,49
230,-7.0,3,49
235,-7.0,3,49
240,-7.0,3,49
245,-7.0,3,49
250,-7.0,3,50
255,-7.0,3,49
260,-7.0,3,49
265,-7.0,3,50
270,-7.0,3,49
275,-7.0,3,49
280,-7.0,3,49
285,-7.0,3,50
290,-7.0,3,49
295,-7.0,3,49
300,-7.0,3,49
0,-7.0,4,49
5,-7.0,4,49
10,-7.0,4,50
15,-7.0,4,50
20,-7.0,4,49
25,-7.0,4,49
30,-7.0,4,50
35,-7.0,4,49
40,-7.0,4,49
45,-7.0,4,49
50,-7.0,4,49
55,-7.0,4,49
60,-7.0,4,50
65,-7.0,4,49
70,-7.0,4,49
75,-7.0,4,50
80,-7.0,4,49
85,-7.0,4,49
90,-7.0,4,49
95,-7.0,4,49
100,-7.0,4,50
105,-7.0,4,49
110,-7.0,4,49
115,-7.0,4,50
120,-7.0,4,50
125,-7.0,4,50
130,-7.0,4,50
135,-7.0,4,50
140,-7.0,4,49
145,-7.0,4,49
150,-7.0,4,50
155,-7.0,4,50
160,-7.0,4,50
165,-7.0,4,50
170,-7.0,4,50
175,-7.0,4,50
180,-7.0,4,50
185,-7.0,4,50
190,-7.0,4,49
195,-7.0,4,50
200,-7.0,4,50
205,-7.0,4,50
210,-7.0,4,50
215,-7.0,4,50
220,-7.0,4,50
225,-7.0,4,50
230,-7.0,4,50
235,-7.0,4,50
240,-7.0,4,50
245,-7.0,4,50
250,-7.0,4,50
255,-7.0,4,50
260,-7.0,4,50
265,-7.0,4,50
270,-7.0,4,50
275,-7.0,4,50
280,-7.0,4,50
285,-7.0,4,50
290,-7.0,4,50
295,-7.0,4,50
300,-7.0,4,50
0,-8.0,1,46
6,-8.0,1,47
12,-8.0,1,47
18,-8.0,1,47
24,-8.0,1,47
30,-8.0,1,47
36,-8.0,1,47
42,-8.0,1,47
48,-8.0,1,47
54,-8.0,1,48
60,-8.0,1,47
66,-8.0,1,47
72,-8.0,1,47
78,-8.0,1,47
84,-8.0,1,47
90,-8.0,1,47
96,-8.0,1,47
102,-8.0,1,48
108,-8.0,1,47
114,-8.0,1,48
120,-8.0,1,47
126,-8.0,1,48
132,-8.0,1,48
138,-8.0,1,47
144,-8.0,1,48
150,-8.0,1,48
156,-8.0,1,48
162,-8.0,1,48
168,-8.0,1,48
174,-8.0,1,48
180,-8.0,1,48
186,-8.0,1,48
192,-8.0,1,48
198,-8.0,1,48
204,-8.0,1,48
210,-8.0,1,48
216,-8.0,1,48
222,-8.0,1,48
228,-8.0,1,49
234,-8.0,1,48
240,-8.0,1,48
246,-8.0,1,48
252,-8.0,1,48
258,-8.0,1,48
264,-8.0,1,48
270,-8.0,1,48
276,-8.0,1,48
282,-8.0,1,48
288,-8.0,1,49
294,-8.0,1,48
300,-8.0,1,49
0,-8.0,2,47
5,-8.0,2,47
10,-8.0,2,48
15,-8.0,2,48
20,-8.0,2,48
25,-8.0,2,48
30,-8.0,2,48
35,-8.0,2,48
40,-8.0,2,48
45,-8.0,2,48
50,-8.0,2,48
55,-8.0,2,48
60,-8.0,2,48
65,-8.0,2,48
70,-8.0,2,48
75,-8.0,2,48
80,-8.0,2,48
85,-8.0,2,48
90,-8.0,2,48
95,-8.0,2,48
100,-8.0,2,49
105,-8.0,2,49
110,-8.0,2,48
115,-8.0,2,48
120,-8.0,2,48
125,-8.0,2,49
130,-8.0,2,49
135,-8.0,2,48
140,-8.0,2,49
145,-8.0,2,48
150,-8.0,2,49
155,-8.0,2,49
160,-8.0,2,49
165,-8.0,2,49
170,-8.0,2,48
175,-8.0,2,49
180,-8.0,2,49
185,-8.0,2,49
190,-8.0,2,49
195,-8.0,2,50
200,-8.0,2,49
205,-8.0,2,49
210,-8.0,2,49
215,-8.0,2,49
220,-8.0,2,49
225,-8.0,2,49
230,-8.0,2,49
235,-8.0,2,49
240,-8.0,2,49
245,-8.0,2,49
250,-8.0,2,49
255,-8.0,2,49
260,-8.0,2,49
265,-8.0,2,49
270,-8.0,2,49
275,-8.0,2,49
280,-8.0,2,49
285,-8.0,2,49
290,-8.0,2,49
295,-8.0,2,49
300,-8.0,2,49
0,-8.0,3,46
5,-8.0,3,47
10,-8.0,3,48
15,-8.0,3,48
20,-8.0,3,48
25,-8.0,3,48
30,-8.0,3,48
35,-8.0,3,49
40,-8.0,3,48
45,-8.0,3,49
50,-8.0,3,48
55,-8.0,3,49
60,-8.0,3,49
65,-8.0,3,48
70,-8.0,3,48
75,-8.0,3,49
80,-8.0,3,48
85,-8.0,3,49
90,-8.0,3,49
95,-8.0,3,49
100,-8.0,3,49
105,-8.0,3,49
110,-8.0,3,49
115,-8.0,3,49
120,-8.0,3,49
125,-8.0,3,49
130,-8.0,3,49
135,-8.0,3,49
140,-8.0,3,49
145,-8.0,3,49
150,-8.0,3,50
155,-8.0,3,50
160,-8.0,3,49
165,-8.0,3,49
170,-8.0,3,49
175,-8.0,3,49
180,-8.0,3,49
185,-8.0,3,49
190,-8.0,3,49
195,-8.0,3,49
200,-8.0,3,49
205,-8.0,3,49
210,-8.0,3,49
215,-8.0,3,50
220,-8.0,3,50
225,-8.0,3,49
230,-8.0,3,49
235,-8.0,3,49
240,-8.0,3,49
245,-8.0,3,49
250,-8.0,3,49
255,-8.0,3,49
260,-8.0,3,50
265,-8.0,3,49
270,-8.0,3,49
275,-8.0,3,49
280,-8.0,3,50
285,-8.0,3,50
290,-8.0,3,50
295,-8.0,3,49
300,-8.0,3,50
0,-8.0,4,47
5,-8.0,4,48
10,-8.0,4,48
15,-8.0,4,49
20,-8.0,4,49
25,-8.0,4,49
30,-8.0,4,49
35,-8.0,4,49
40,-8.0,4,48
45,-8.0,4,49
50,-8.0,4,49
55,-8.0,4,48
60,-8.0,4,49
65,-8.0,4,49
70,-8.0,4,49
75,-8.0,4,49
80,-8.0,4,49
85,-8.0,4,49
90,-8.0,4,49
95,-8.0,4,49
100,-8.0,4,49
105,-8.0,4,49
110,-8.0,4,49
115,-8.0,4,49
120,-8.0,4,49
125,-8.0,4,49
130,-8.0,4,49
135,-8.0,4,49
140,-8.0,4,49
145,-8.0,4,49
150,-8.0,4,49
155,-8.0,4,49
160,-8.0,4,49
165,-8.0,4,49
170,-8.0,4,49
175,-8.0,4,49
180,-8.0,4,49
185,-8.0,4,50
190,-8.0,4,49
195,-8.0,4,49
200,-8.0,4,49
205,-8.0,4,49
210,-8.0,4,49
215,-8.0,4,49
220,-8.0,4,50
225,-8.0,4,49
230,-8.0,4,50
235,-8.0,4,50
240,-8.0,4,49
245,-8.0,4,49
250,-8.0,4,49
255,-8.0,4,49
260,-8.0,4,50
265,-8.0,4,49
270,-8.0,4,50
275,-8.0,4,50
280,-8.0,4,49
285,-8.0,4,50
290,-8.0,4,49
295,-8.0,4,50
300,-8.0,4,50
0,-9.0,1,45
6,-9.0,1,45
12,-9.0,1,45
18,-9.0,1,46
24,-9.0,1,45
30,-9.0,1,45
36,-9.0,1,45
42,-9.0,1,45
48,-9.0,1,46
54,-9.0,1,45
60,-9.0,1,45
66,-9.0,1,45
72,-9.0,1,45
78,-9.0,1,45
84,-9.0,1,45
90,-9.0,1,46
96,-9.0,1,45
102,-9.0,1,45
108,-9.0,1,45
114,-9.0,1,46
120,-9.0,1,45
126,-9.0,1,45
132,-9.0,1,46
138,-9.0,1,45
144,-9.0,1,46
150,-9.0,1,46
156,-9.0,1,46
162,-9.0,1,46
168,-9.0,1,46
174,-9.0,1,45
180,-9.0,1,46
186,-9.0,1,46
192,-9.0,1,46
198,-9.0,1,46
204,-9.0,1,46
210,-9.0,1,46
216,-9.0,1,46
222,-9.0,1,46
228,-9.0,1,46
234,-9.0,1,46
240,-9.0,1,46
246,-9.0,1,46
252,-9.0,1,46
258,-9.0,1,46
264,-9.0,1,47
270,-9.0,1,46
276,-9.0,1,46
282,-9.0,1,46
288,-9.0,1,46
294,-9.0,1,46
300,-9.0,1,46
0,-9.0,2,45
5,-9.0,2,46
10,-9.0,2,46
15,-9.0,2,46
20,-9.0,2,46
25,-9.0,2,46
30,-9.0,2,47
35,-9.0,2,47
40,-9.0,2,47
45,-9.0,2,47
50,-9.0,2,46
55,-9.0,2,47
60,-9.0,2,47
65,-9.0,2,46
70,-9.0,2,46
75,-9.0,2,47
80,-9.0,2,47
85,-9.0,2,47
90,-9.0,2,46
95,-9.0,2,46
100,-9.0,2,47
105,-9.0,2,47
110,-9.0,2,47
115,-9.0,2,47
120,-9.0,2,46
125,-9.0,2,47
130,-9.0,2,47
135,-9.0,2,47
140,-9.0,2,47
145,-9.0,2,47
150,-9.0,2,47
155,-9.0,2,47
160,-9.0,2,47
165,-9.0,2,47
170,-9.0,2,47
175,-9.0,2,47
180,-9.0,2,47
185,-9.0,2,47
190,-9.0,2,47
195,-9.0,2,47
200,-9.0,2,47
205,-9.0,2,47
210,-9.0,2,47
215,-9.0,2,47
220,-9.0,2,47
225,-9.0,2,47
230,-9.0,2,47
235,-9.0,2,47
240,-9.0,2,47
245,-9.0,2,47
250,-9.0,2,48
255,-9.0,2,47
260,-9.0,2,47
265,-9.0,2,47
270,-9.0,2,47
275,-9.0,2,47
280,-9.0,2,47
285,-9.0,2,48
290,-9.0,2,48
295,-9.0,2,48
300,-9.0,2,47
0,-9.0,3,46
5,-9.0,3,46
10,-9.0,3,47
15,-9.0,3,47
20,-9.0,3,47
25,-9.0,3,47
30,-9.0,3,47
35,-9.0,3,47
40,-9.0,3,47
45,-9.0,3,47
50,-9.0,3,47
55,-9.0,3,47
60,-9.0,3,47
65,-9.0,3,47
70,-9.0,3,47
75,-9.0,3,47
80,-9.0,3,47
85,-9.0,3,47
90,-9.0,3,47
95,-9.0,3,47
100,-9.0,3,47
105,-9.0,3,47
110,-9.0,3,47
115,-9.0,3,47
120,-9.0,3,47
125,-9.0,3,47
130,-9.0,3,47
135,-9.0,3,47
140,-9.0,3,47
145,-9.0,3,47
150,-9.0,3,47
155,-9.0,3,47
160,-9.0,3,47
165,-9.0,3,47
170,-9.0,3,48
175,-9.0,3,47
180,-9.0,3,47
185,-9.0,3,47
190,-9.0,3,47
195,-9.0,3,48
200,-9.0,3,47
205,-9.0,3,47
210,-9.0,3,47
215,-9.0,3,48
220,-9.0,3,47
225,-9.0,3,48
230,-9.0,3,47
235,-9.0,3,48
240,-9.0,3,48
245,-9.0,3,47
250,-9.0,3,48
255,-9.0,3,47
260,-9.0,3,48
265,-9.0,3,48
270,-9.0,3,48
275,-9.0,3,48
280,-9.0,3,48
285,-9.0,3,48
290,-9.0,3,48
295,-9.0,3,48
300,-9.0,3,48
0,-9.0,4,47
5,-9.0,4,48
10,-9.0,4,48
15,-9.0,4,49
20,-9.0,4,49
25,-9.0,4,49
30,-9.0,4,49
35,-9.0,4,49
40,-9.0,4,49
45,-9.0,4,49
50,-9.0,4,49
55,-9.0,4,49
60,-9.0,4,49
65,-9.0,4,49
70,-9.0,4,49
75,-9.0,4,49
80,-9.0,4,49
85,-9.0,4,49
90,-9.0,4,49
95,-9.0,4,49
100,-9.0,4,49
105,-9.0,4,49
110,-9.0,4,49
115,-9.0,4,49
120,-9.0,4,49
125,-9.0,4,49
130,-9.0,4,50
135,-9.0,4,49
140,-9.0,4,49
145,-9.0,4,49
150,-9.0,4,49
155,-9.0,4,49
160,-9.0,4,50
165,-9.0,4,49
170,-9.0,4,49
175,-9.0,4,49
180,-9.0,4,49
185,-9.0,4,49
190,-9.0,4,49
195,-9.0,4,50
200,-9.0,4,49
205,-9.0,4,49
210,-9.0,4,49
215,-9.0,4,50
220,-9.0,4,50
225,-9.0,4,49
230,-9.0,4,49
235,-9.0,4,50
240,-9.0,4,50
245,-9.0,4,49
250,-9.0,4,49
255,-9.0,4,49
260,-9.0,4,49
265,-9.0,4,49
270,-9.0,4,50
275,-9.0,4,50
280,-9.0,4,50
285,-9.0,4,50
290,-9.0,4,50
295,-9.0,4,50
300,-9.0,4,50
0,-10.0,1,46
6,-10.0,1,46
12,-10.0,1,46
18,-10.0,1,46
24,-10.0,1,46
30,-10.0,1,47
36,-10.0,1,47
42,-10.0,1,47
48,-10.0,1,46
54,-10.0,1,46
60,-10.0,1,46
66,-10.0,1,46
72,-10.0,1,46
78,-10.0,1,46
84,-10.0,1,46
90,-10.0,1,46
96,-10.0,1,46
102,-10.0,1,46
108,-10.0,1,47
114,-10.0,1,47
120,-10.0,1,46
126,-10.0,1,47
132,-10.0,1,46
138,-10.0,1,46
144,-10.0,1,46
150,-10.0,1,47
156,-10.0,1,47
162,-10.0,1,46
168,-10.0,1,46
174,-10.0,1,46
180,-10.0,1,46
186,-10.0,1,46
192,-10.0,1,46
198,-10.0,1,47
204,-10.0,1,46
210,-10.0,1,46
216,-10.0,1,46
222,-10.0,1,46
228,-10.0,1,47
234,-10.0,1,46
240,-10.0,1,46
246,-10.0,1,46
252,-10.0,1,47
258,-10.0,1,47
264,-10.0,1,47
270,-10.0,1,47
276,-10.0,1,47
282,-10.0,1,47
288,-10.0,1,47
294,-10.0,1,47
300,-10.0,1,47
0,-10.0,2,48
5,-10.0,2,48
10,-10.0,2,48
15,-10.0,2,49
20,-10.0,2,49
25,-10.0,2,48
30,-10.0,2,48
35,-10.0,2,48
40,-10.0,2,48
45,-10.0,2,48
50,-10.0,2,48
55,-10.0,2,48
60,-10.0,2,48
65,-10.0,2,48
70,-10.0,2,49
75,-10.0,2,48
80,-10.0,2,48
85,-10.0,2,48
90,-10.0,2,48
95,-10.0,2,48
100,-10.0,2,48
105,-10.0,2,48
110,-10.0,2,48
115,-10.0,2,49
120,-10.0,2,48
125,-10.0,2,48
130,-10.0,2,49
135,-10.0,2,48
140,-10.0,2,48
145,-10.0,2,49
150,-10.0,2,49
155,-10.0,2,49
160,-10.0,2,49
165,-10.0,2,49
170,-10.0,2,48
175,-10.0,2,49
180,-10.0,2,49
185,-10.0,2,49
190,-10.0,2,49
195,-10.0,2,49
200,-10.0,2,48
205,-10.0,2,49
210,-10.0,2,49
215,-10.0,2,49
